lncRNA_ID,gene_id,symbol,chr,start,end,strand
lMAN1C1,NONHSAG000740,MAN1C1,chr1,25616790,25784450,+
lMAN2A1,NONHSAG041217,MAN2A1,chr5,109689926,109869625,+
lMAN2A2,NONHSAG017905,MAN2A2,chr15,90902217,90922584,+
lMAN2B1,NONHSAG024889,MAN2B1,chr19,12643830,12666742,-
lMAN2C1,NONHSAG017469,MAN2C1,chr15,75355206,75368612,-
lMAOA,NONHSAG054324,MAOA,chrX,43654906,43746817,+
lMAOB,NONHSAG054327,MAOB,chrX,43766609,43882450,-
lMAP1LC3B,NONHSAG020249,MAP1LC3B,chr16,87383952,87404779,+
lMAP1S,NONHSAG025103,MAP1S,chr19,17719241,17734513,+
lNONHSAG030393,NONHSAG030393,MAP2,chr2,209579659,209680783,+
lMAP2K2,NONHSAG024508,MAP2K2,chr19,4090320,4124122,-
lNONHSAG021195,NONHSAG021195,MAP2K3,chr17,21284921,21315141,+
lMAP2K4,NONHSAG020844,MAP2K4,chr17,12020828,12143830,+
lNONHSAG054776,NONHSAG054776,MAP2K4P1,chrX,73524274,73563085,-
lMAP2K5,NONHSAG017252,MAP2K5,chr15,67542702,67807117,+
lMAP2K6,NONHSAG022626,MAP2K6,chr17,69414696,69553865,+
lMAP2K7,NONHSAG024664,MAP2K7,chr19,7903842,7914478,+
lMAP3K10,NONHSAG025819,MAP3K10,chr19,40191425,40215575,+
lNONHSAG008687,NONHSAG008687,MAP3K11,chr11,65597757,65600758,-
lMAP3K3,NONHSAG022461,MAP3K3,chr17,63622414,63696305,+
lNONHSAG045334,NONHSAG045334,MAP3K4,chr6,160991511,161048699,+
lMAP3K5,NONHSAG044935,MAP3K5,chr6,136557045,136793097,-
lMAP3K9,NONHSAG015356,MAP3K9,chr14,70722525,70809534,-
lMAP4,NONHSAG035006,MAP4,chr3,47850689,48089272,-
lMAP4K1,NONHSAG025747,MAP4K1,chr19,38587640,38618882,-
lMAP4K3,NONHSAG027543,MAP4K3,chr2,39249265,39437301,-
lMAP4K4,NONHSAG028740,MAP4K4,chr2,101696849,101894690,+
lNONHSAG014915,NONHSAG014915,MAP4K5,chr14,50439995,50447482,-
lMAP6,NONHSAG009104,MAP6,chr11,75586917,75669038,-
lMAP6D1,NONHSAG036828,MAP6D1,chr3,183815921,183825594,-
lNONHSAG001044,NONHSAG001044,MAP7D1,chr1,36171262,36180801,+
lMAPK1,NONHSAG033382,MAPK1,chr22,21759656,21867680,-
lMAPK10,NONHSAG038365,MAPK10,chr4,85990006,86594625,-
lMAPK11,NONHSAG034239,MAPK11,chr22,50263712,50270767,-
lMAPK12,NONHSAG034237,MAPK12,chr22,50245449,50261716,-
lMAPK14,NONHSAG043664,MAPK14,chr6,36027751,36122511,+
lMAPK15,NONHSAG051515,MAPK15,chr8,143716339,143722458,+
lMAPK1IP1L,NONHSAG015026,MAPK1IP1L,chr14,55051646,55070194,+
lMAPK3,NONHSAG019078,MAPK3,chr16,30114104,30123506,-
lMAPK4,NONHSAG023858,MAPK4,chr18,50560086,50731826,+
lNONHSAG016911,NONHSAG016911,MAPK6,chr15,51971476,52004389,+
lMAPK7,NONHSAG021107,MAPK7,chr17,19377720,19383544,+
lMAPK8,NONHSAG005846,MAPK8,chr10,48306638,48439360,+
lMAPK8IP1,NONHSAG008185,MAPK8IP1,chr11,45885650,45906465,+
lMAPK8IP3,NONHSAG018273,MAPK8IP3,chr16,1706165,1770351,+
lMAPK9,NONHSAG042458,MAPK9,chr5,180233142,180292099,-
lNONHSAG053438,NONHSAG053438,MAPKAP1,chr9,125438962,125484614,-
lMAPKAPK2,NONHSAG004098,MAPKAPK2,chr1,206684904,206734281,+
lMAPKAPK3,NONHSAG035134,MAPKAPK3,chr3,50611519,50649291,+
lMAPKAPK5,NONHSAG012314,MAPKAPK5,chr12,111842012,111902222,+
lNONHSAG012313,NONHSAG012313,MAPKAPK5-AS1,chr12,111839763,111842902,-
lMAPKBP1,NONHSAG016657,MAPKBP1,chr15,41774433,41827855,+
lMAPRE2,NONHSAG023679,MAPRE2,chr18,34976927,35143470,+
lMAPRE3,NONHSAG027295,MAPRE3,chr2,26970636,27027219,+
lMAPT,NONHSAG022013,MAPT,chr17,45894526,46028334,+
lNONHSAG022009,NONHSAG022009,MAPT-AS1,chr17,45799389,45895630,-
lNONHSAG004350,NONHSAG004350,MARK1,chr1,220528458,220582891,+
lMARK2,NONHSAG008578,MARK2,chr11,63838927,63911020,+
lNONHSAG016014,NONHSAG016014,MARK3,chr14,103385406,103457161,+
lMARS,NONHSAG011430,MARS,chr12,57475444,57517569,+
lNONHSAG006637,NONHSAG006637,MARVELD1,chr10,97713464,97718137,+
lNONHSAG019896,NONHSAG019896,MARVELD3,chr16,71626241,71638450,+
lMAST1,NONHSAG024907,MAST1,chr19,12833950,12874952,+
lMAST2,NONHSAG001313,MAST2,chr1,45786986,46036122,+
lMAST4,NONHSAG040552,MAST4,chr5,66596379,67169593,+
lNONHSAG040554,NONHSAG040554,MAST4-AS1,chr5,66979323,67004229,-
lMAT2B,NONHSAG042139,MAT2B,chr5,163503113,163519558,+
lMATK,NONHSAG024496,MATK,chr19,3777969,3802129,-
lNONHSAG000879,NONHSAG000879,MATN1-AS1,chr1,30718092,30726828,+
lMATN2,NONHSAG050840,MATN2,chr8,97868839,98036724,+
lMAU2,NONHSAG025176,MAU2,chr19,19320828,19358754,+
lMAX,NONHSAG015233,MAX,chr14,65006173,65102695,-
lMAZ,NONHSAG019052,MAZ,chr16,29806105,29811164,+
lNONHSAG023852,NONHSAG023852,MBD1,chr18,50276416,50281441,-
lMBD3,NONHSAG024384,MBD3,chr19,1573595,1592865,-
lNONHSAG036054,NONHSAG036054,MBD4,chr3,129436714,129440017,-
lNONHSAG029500,NONHSAG029500,MBD5,chr2,148021463,148233500,+
lNONHSAG011433,NONHSAG011433,MBD6,chr12,57522875,57530148,+
lMBIP,NONHSAG014727,MBIP,chr14,36298563,36320637,-
lNONHSAG006347,NONHSAG006347,MBL1P,chr10,79904897,79951029,+
lNONHSAG036414,NONHSAG036414,MBNL1,chr3,152445425,152463549,+
lMBNL3,NONHSAG055333,MBNL3,chrX,132369319,132489968,-
lMBOAT2,NONHSAG026946,MBOAT2,chr2,8852689,9003709,-
lMBOAT7,NONHSAG026496,MBOAT7,chr19,54173411,54189882,-
lNONHSAG024214,NONHSAG024214,MBP,chr18,76978833,77017046,-
lMBTD1,NONHSAG022223,MBTD1,chr17,51177424,51260163,-
lNONHSAG020144,NONHSAG020144,MBTPS1,chr16,84099171,84116888,-
lMC1R,NONHSAG020373,MC1R,chr16,89912118,89920973,+
lMCAM,NONHSAG009815,MCAM,chr11,119308528,119321521,-
lMCC,NONHSAG041265,MCC,chr5,113022105,113488823,-
lMCCC1,NONHSAG036814,MCCC1,chr3,183015217,183116075,-
lMCCC2,NONHSAG040659,MCCC2,chr5,71579530,71658706,+
lNONHSAG028142,NONHSAG028142,MCEE,chr2,71110764,71130220,-
lMCF2L,NONHSAG014251,MCF2L,chr13,112894377,113099742,+
lMCF2L2,NONHSAG036819,MCF2L2,chr3,183178040,183428778,-
lNONHSAG027680,NONHSAG027680,MCFD2,chr2,46908443,46915809,-
lMCIDAS,NONHSAG040393,MCIDAS,chr5,55219563,55227315,-
lMCM10,NONHSAG005261,MCM10,chr10,13161557,13211110,+
lMCM3AP,NONHSAG033123,MCM3AP,chr21,46235132,46286297,-
lMCM3AP-AS1,NONHSAG033120,MCM3AP-AS1,chr21,46228393,46284359,+
lMCM4,NONHSAG050169,MCM4,chr8,47960184,47978160,+
lMCM6,NONHSAG029372,MCM6,chr2,135839625,135876443,-
lMCM7,NONHSAG048336,MCM7,chr7,100092232,100101940,-
lMCM9,NONHSAG044715,MCM9,chr6,118813441,118935162,-
lMCOLN1,NONHSAG024642,MCOLN1,chr19,7522623,7534009,+
lMCOLN2,NONHSAG001961,MCOLN2,chr1,84925582,84997113,-
lMCOLN3,NONHSAG001964,MCOLN3,chr1,85018081,85048500,-
lMCPH1,NONHSAG049419,MCPH1,chr8,6406591,6648508,+
lNONHSAG011103,NONHSAG011103,MCRS1,chr12,49558302,49558731,-
lMCTP1,NONHSAG041042,MCTP1,chr5,94703689,95285094,-
lMCTP2,NONHSAG017977,MCTP2,chr15,94231537,94483952,+
lNONHSAG055218,NONHSAG055218,MCTS1,chrX,120560110,120605556,+
lMCU,NONHSAG006182,MCU,chr10,72692142,72887694,+
lMCUR1,NONHSAG043051,MCUR1,chr6,13786556,13814568,-
lMDC1,NONHSAG043428,MDC1,chr6,30699806,30717447,-
lMDFI,NONHSAG043772,MDFI,chr6,41636881,41654244,+
lMDGA1,NONHSAG043697,MDGA1,chr6,37630678,37699306,-
lMDH1,NONHSAG027937,MDH1,chr2,63588608,63607197,+
lMDH2,NONHSAG048009,MDH2,chr7,76048050,76067508,+
lNONHSAG011607,NONHSAG011607,MDM1,chr12,68323182,68332243,-
lNONHSAG011624,NONHSAG011624,MDM2,chr12,68808464,68839314,+
lMDM4,NONHSAG004033,MDM4,chr1,204516378,204558120,+
lNONHSAG014543,NONHSAG014543,MDP1,chr14,24171892,24226984,-
lME2,NONHSAG023862,ME2,chr18,50879079,50954257,+
lME3,NONHSAG009276,ME3,chr11,86441107,86672636,-
lMECOM,NONHSAG036609,MECOM,chr3,169083498,169663775,-
lNONHSAG055577,NONHSAG055577,MECP2,chrX,154032373,154137103,-
lNONHSAG000856,NONHSAG000856,MECR,chr1,29193821,29196372,-
lMED1,NONHSAG021700,MED1,chr17,39404284,39451272,-
lMED10,NONHSAG039746,MED10,chr5,6371873,6378571,-
lMED12L,NONHSAG036399,MED12L,chr3,151085285,151437072,+
lMED13,NONHSAG022414,MED13,chr17,61942604,62065278,-
lMED13L,NONHSAG012412,MED13L,chr12,115957904,116277693,-
lMED14,NONHSAG054278,MED14,chrX,40648304,40735858,-
lNONHSAG054279,NONHSAG054279,MED14-AS1,chrX,40735191,40738885,+
lNONHSAG033329,NONHSAG033329,MED15,chr22,20564551,20583377,+
lMED17,NONHSAG009379,MED17,chr11,93784226,93814963,+
lMED18,NONHSAG000833,MED18,chr1,28329001,28335965,+
lMED22,NONHSAG053691,MED22,chr9,133338311,133348131,-
lMED23,NONHSAG044839,MED23,chr6,131573965,131628242,-
lMED24,NONHSAG021730,MED24,chr17,40019096,40061215,-
lMED28,NONHSAG037584,MED28,chr4,17614640,17634105,+
lMED31,NONHSAG020660,MED31,chr17,6643310,6651634,-
lNONHSAG013473,NONHSAG013473,MED4-AS1,chr13,48077136,48079993,+
lMED6,NONHSAG015351,MED6,chr14,70581256,70600690,-
lMED9,NONHSAG021010,MED9,chr17,17476993,17493221,+
lNONHSAG018076,NONHSAG018076,MEF2A,chr15,99566052,99633119,+
lNONHSAG025167,NONHSAG025167,MEF2BNB-MEF2B,chr19,19176904,19192591,-
lMEF2C,NONHSAG040979,MEF2C,chr5,88717116,88904257,-
lMEF2C-AS1,NONHSAG040980,MEF2C-AS1,chr5,88883275,89467616,+
lNONHSAG003121,NONHSAG003121,MEF2D,chr1,156464543,156500749,-
lMEG8,NONHSAG015927,MEG8,chr14,100883056,101038859,+
lMEGF10,NONHSAG041460,MEGF10,chr5,127290795,127465737,+
lMEGF11,NONHSAG017213,MEGF11,chr15,65895078,66253756,-
lMEGF6,NONHSAG000189,MEGF6,chr1,3487950,3611508,-
lMEGF8,NONHSAG025905,MEGF8,chr19,42325608,42378769,+
lMEI1,NONHSAG034026,MEI1,chr22,41699502,41799456,+
lMEIG1,NONHSAG005294,MEIG1,chr10,14959387,14988050,+
lMEIS1,NONHSAG028020,MEIS1,chr2,66433451,66573869,+
lNONHSAG028021,NONHSAG028021,MEIS1-AS2,chr2,66439087,66441836,-
lNONHSAG028019,NONHSAG028019,MEIS1-AS3,chr2,66420813,66434242,-
lMEIS2,NONHSAG016533,MEIS2,chr15,36889203,37101299,-
lMELK,NONHSAG052146,MELK,chr9,36572861,36677683,+
lNONHSAG027413,NONHSAG027413,MEMO1,chr2,31867826,32039793,-
lMEN1,NONHSAG008629,MEN1,chr11,64803509,64811294,-
lMEPCE,NONHSAG048357,MEPCE,chr7,100428321,100434126,+
lMESP2,NONHSAG017847,MESP2,chr15,89760590,89778754,+
lMEST,NONHSAG048809,MEST,chr7,130486170,130506465,+
lMESTIT1,NONHSAG048806,MESTIT1,chr7,130486041,130491033,-
lMETAP1,NONHSAG038482,METAP1,chr4,98995658,99062809,+
lMETAP1D,NONHSAG029824,METAP1D,chr2,171999942,172082430,+
lMETAP2,NONHSAG011971,METAP2,chr12,95473519,95515839,+
lMETTL10,NONHSAG007114,METTL10,chr10,124748148,124791870,-
lNONHSAG008530,NONHSAG008530,METTL12,chr11,62665432,62665953,+
lMETTL13,NONHSAG003463,METTL13,chr1,171781659,171814023,+
lMETTL15,NONHSAG007922,METTL15,chr11,28108247,28527041,+
lMETTL16,NONHSAG020508,METTL16,chr17,2405561,2511891,-
lNONHSAG030373,NONHSAG030373,METTL21A,chr2,207581427,207625304,-
lMETTL22,NONHSAG018511,METTL22,chr16,8621682,8649654,+
lNONHSAG022833,NONHSAG022833,METTL23,chr17,76726850,76733879,+
lMETTL25,NONHSAG011818,METTL25,chr12,82358527,82479239,+
lMETTL2A,NONHSAG022423,METTL2A,chr17,62423874,62453385,+
lMETTL2B,NONHSAG048744,METTL2B,chr7,128476728,128506602,+
lMETTL3,NONHSAG014428,METTL3,chr14,21498132,21511342,-
lMETTL5,NONHSAG029778,METTL5,chr2,169810080,169824931,-
lMETTL6,NONHSAG034525,METTL6,chr3,15381274,15440566,-
lNONHSAG018847,NONHSAG018847,METTL9,chr16,21599947,21656117,+
lMEX3A,NONHSAG003100,MEX3A,chr1,156072012,156082465,-
lMFAP2,NONHSAG000504,MFAP2,chr1,16974501,16980632,-
lNONHSAG041997,NONHSAG041997,MFAP3,chr5,154097022,154157963,+
lMFAP4,NONHSAG021108,MFAP4,chr17,19383441,19387190,-
lMFF,NONHSAG030695,MFF,chr2,227325150,227357833,+
lNONHSAG017807,NONHSAG017807,MFGE8,chr15,88898714,88913432,-
lMFI2,NONHSAG037139,MFI2,chr3,196988620,197029816,-
lNONHSAG037137,NONHSAG037137,MFI2-AS1,chr3,196999459,197004745,+
lMFN1,NONHSAG036746,MFN1,chr3,179347708,179394936,+
lNONHSAG000387,NONHSAG000387,MFN2,chr1,11980213,11989213,+
lMFNG,NONHSAG033873,MFNG,chr22,37469062,37486393,-
lMFSD1,NONHSAG036513,MFSD1,chr3,158732197,158829719,+
lMFSD10,NONHSAG037319,MFSD10,chr4,2930560,2934834,-
lNONHSAG022835,NONHSAG022835,MFSD11,chr17,76737692,76754681,+
lMFSD12,NONHSAG024481,MFSD12,chr19,3538260,3574290,-
lNONHSAG001140,NONHSAG001140,MFSD2A,chr1,39968643,39969955,+
lMFSD2B,NONHSAG027224,MFSD2B,chr2,24010080,24063321,+
lMFSD3,NONHSAG051566,MFSD3,chr8,144509069,144511213,+
lMFSD4,NONHSAG004061,MFSD4,chr1,205568884,205602918,+
lMFSD6,NONHSAG030097,MFSD6,chr2,190408354,190509205,+
lNONHSAG038849,NONHSAG038849,MFSD8,chr4,127920317,127949844,-
lSLC9A2,NONHSAG028762,SLC9A2,chr2,102619552,102711355,+
lMGAT1,NONHSAG042472,MGAT1,chr5,180784779,180815652,-
lMGAT4A,NONHSAG028680,MGAT4A,chr2,98619105,98731132,-
lNONHSAG042440,NONHSAG042440,MGAT4B,chr5,179797609,179799298,-
lMGAT5,NONHSAG029350,MGAT5,chr2,134119982,134454621,+
lMGAT5B,NONHSAG022842,MGAT5B,chr17,76868403,76950393,+
lMGEA5,NONHSAG006733,MGEA5,chr10,101784442,101818465,-
lNONHSAG031352,NONHSAG031352,MGME1,chr20,17969045,17970112,+
lMGMT,NONHSAG007179,MGMT,chr10,129467189,129770983,+
lNONHSAG010580,NONHSAG010580,MGP,chr12,14881891,14885864,-
lMGRN1,NONHSAG018458,MGRN1,chr16,4616492,4690974,+
lNONHSAG010597,NONHSAG010597,MGST1,chr12,16347642,16364410,+
lNONHSAG038956,NONHSAG038956,MGST2,chr4,139666005,139716751,+
lNONHSAG003338,NONHSAG003338,MGST3,chr1,165631267,165655616,+
lMIA,NONHSAG025845,MIA,chr19,40771647,40777490,+
lNONHSAG004386,NONHSAG004386,MIA3,chr1,222659986,222665872,+
lNONHSAG000118,NONHSAG000118,MIB2,chr1,1615539,1617308,+
lMICAL1,NONHSAG044575,MICAL1,chr6,109444061,109465968,-
lMICAL3,NONHSAG033218,MICAL3,chr22,17787648,18024561,-
lMICALCL,NONHSAG007684,MICALCL,chr11,12276079,12359144,+
lMICALL1,NONHSAG033895,MICALL1,chr22,37905656,37942822,+
lMICALL2,NONHSAG046764,MICALL2,chr7,1428464,1459470,-
lMICU1,NONHSAG006177,MICU1,chr10,72367339,72626131,-
lMICU2,NONHSAG012962,MICU2,chr13,21492690,21604181,-
lMICU3,NONHSAG049623,MICU3,chr8,17027237,17122642,+
lMID1IP1-AS1,NONHSAG054250,MID1IP1-AS1,chrX,38779494,38870856,-
lMIDN,NONHSAG024347,MIDN,chr19,1248552,1259143,+
lMIEN1,NONHSAG021710,MIEN1,chr17,39728495,39730532,-
lMIER2,NONHSAG024283,MIER2,chr19,305572,344815,-
lMIER3,NONHSAG040437,MIER3,chr5,56919601,56971675,-
lMIF4GD,NONHSAG022742,MIF4GD,chr17,75266227,75271231,-
lMIIP,NONHSAG000388,MIIP,chr1,12019465,12032045,+
lMINK1,NONHSAG020599,MINK1,chr17,4833339,4898061,+
lMINOS1,NONHSAG000551,MINOS1,chr1,19596976,19629821,+
lMIOS,NONHSAG046907,MIOS,chr7,7566874,7608932,+
lMIP,NONHSAG011384,MIP,chr12,56449501,56469166,-
lMIPEP,NONHSAG013004,MIPEP,chr13,23730188,23889400,-
lNONHSAG022082,NONHSAG022082,MIR10A,chr17,48579629,48582259,-
lNONHSAG048101,NONHSAG048101,MIR1255B1,chr7,81690355,82030612,+
lMIR137HG,NONHSAG002178,MIR137HG,chr1,97933473,98054717,-
lHSALNG0117712,NONHSAG022328,MIR142,chr17,58329667,58332520,-
lNONHSAG041903,NONHSAG041903,AC131025.8,chr5,149406688,149432949,+
lNONHSAG032560,NONHSAG032560,MIR155HG,chr21,25560398,25582739,+
lNONHSAG054266,NONHSAG054266,MIR1587,chrX,39763920,39855856,-
lNONHSAG053417,NONHSAG053417,MIR181A2HG,chr9,124658411,124698632,+
lNONHSAG007324,NONHSAG007324,MIR210HG,chr11,563689,568478,-
lNONHSAG038663,NONHSAG038663,MIR302B,chr4,112646475,112650052,-
lENSG00000171889,NONHSAG051889,MIR31HG,chr9,21364604,21591906,-
lMIR4435-1HG,NONHSAG028941,MIR4435-1HG,chr2,111196349,111495100,-
lMIR4500HG,NONHSAG013907,MIR4500HG,chr13,87427182,87674235,-
lNONHSAG019123,NONHSAG019123,MIR4519,chr16,30875221,30895218,+
lNONHSAG021361,NONHSAG021361,MIR4523,chr17,29333406,29390777,-
lNONHSAG021338,NONHSAG021338,MIR4732,chr17,28861071,28861966,-
lNONHSAG055350,NONHSAG055350,MIR503HG,chrX,134540008,134549645,-
lNONHSAG053387,NONHSAG053387,MIR600HG,chr9,123109493,123117546,-
lNONHSAG031557,NONHSAG031557,LOC284801,chr20,26161925,26251526,-
lNONHSAG024540,NONHSAG024540,MIR7-3HG,chr19,4769104,4774021,+
lNONHSAG018326,NONHSAG018326,MIR940,chr16,2268182,2281329,+
lMIRLET7A1,NONHSAT133288,MIRLET7A1,chr9,94175956,94176036,+
lMIRLET7BHG,-,MIRLET7BHG,chr22,46044912,46116382,+
lNONHSAG052891,NONHSAG052891,MIRLET7DHG,chr9,94176569,94223289,-
lMIRLET7F2,NONHSAT137200,MIRLET7F2,chrX,53557191,53557274,-
lMIRLET7G,NONHSAT089906,MIRLET7G,chr3,52268277,52268361,-
lMIRLET7I,NONHSAT029093,MIRLET7I,chr12,62603685,62603769,+
lMIS12,NONHSAG020642,MIS12,chr17,5486284,5490814,+
lNONHSAG032664,NONHSAG032664,MIS18A-AS1,chr21,32277862,32284702,+
lMIS18BP1,NONHSAG014840,MIS18BP1,chr14,45203189,45253540,-
lNONHSAG028690,NONHSAG028690,MITD1,chr2,99169268,99171546,-
lMITF,NONHSAG035381,MITF,chr3,69739455,69968336,+
lMKI67,NONHSAG007159,MKI67,chr10,128096658,128126423,-
lMKL1,NONHSAG033986,MKL1,chr22,40410280,40636702,-
lMKL2,NONHSAG018663,MKL2,chr16,14071320,14266773,+
lMKLN1,NONHSAG048825,MKLN1,chr7,131110095,131496632,+
lMKNK1,NONHSAG001347,MKNK1,chr1,46557406,46616843,-
lNONHSAG001344,NONHSAG001344,MKNK1-AS1,chr1,46538695,46570255,+
lMKRN1,NONHSAG048958,MKRN1,chr7,140453032,140479536,-
lMKS1,NONHSAG022320,MKS1,chr17,58205440,58219605,-
lNONHSAG010332,NONHSAG010332,MLF2,chr12,6748005,6749873,-
lMLH1,NONHSAG034760,MLH1,chr3,36993225,37050896,+
lMLH3,NONHSAG015482,MLH3,chr14,75013768,75051532,-
lNONHSAG043975,NONHSAG043975,MLIP-AS1,chr6,53978548,54079726,-
lMLK7-AS1,NONHSAG029841,MLK7-AS1,chr2,173166445,173282036,-
lMLKL,NONHSAG019983,MLKL,chr16,74671854,74700960,-
lNONHSAG005377,NONHSAG005377,MLLT10,chr10,21534299,21673691,+
lMLLT3,NONHSAG051868,MLLT3,chr9,20341668,20622499,-
lMLLT4,NONHSAG045433,MLLT4,chr6,167826921,167972023,+
lNONHSAG045430,NONHSAG045430,MLLT4-AS1,chr6,167801130,167826788,-
lMLLT6,NONHSAG021666,MLLT6,chr17,38705272,38729795,+
lMLPH,NONHSAG030914,MLPH,chr2,237485427,237555322,+
lNONHSAG018317,NONHSAG018317,MLST8,chr16,2205470,2209416,+
lMLX,NONHSAG021835,MLX,chr17,42567071,42573239,+
lMMAB,NONHSAG012242,MMAB,chr12,109553714,109573580,-
lMMACHC,NONHSAG001298,MMACHC,chr1,45500299,45513382,+
lMMADHC,NONHSAG029513,MMADHC,chr2,149569636,149587778,-
lNONHSAG022262,NONHSAG022262,MMD,chr17,55394251,55421819,-
lNONHSAG036454,NONHSAG036454,MME,chr3,155168756,155180806,+
lNONHSAG036453,NONHSAG036453,MME-AS1,chr3,155158369,155183285,-
lMMP14,NONHSAG014467,MMP14,chr14,22836559,22849041,+
lMMP17,NONHSAG012786,MMP17,chr12,131828392,131851783,+
lMMP20,NONHSAG009476,MMP20,chr11,102576831,102625332,-
lNONHSAG031666,NONHSAG031666,MMP24-AS1,chr20,35216840,35278106,-
lMMP26,NONHSAG007495,MMP26,chr11,4704783,4992431,+
lNONHSAG006424,NONHSAG006424,MMRN2,chr10,86965344,86971311,-
lMMS22L,NONHSAG044416,MMS22L,chr6,97142160,97283217,-
lMN1,NONHSAG033605,MN1,chr22,27748276,27801756,-
lNONHSAG015164,NONHSAG015164,NONHSAG015163,chr14,60734782,60968660,+
lMND1,NONHSAG039142,MND1,chr4,153344648,153415118,+
lMNS1,NONHSAG016983,MNS1,chr15,56421543,56465137,-
lMNT,NONHSAG020504,MNT,chr17,2384072,2401104,-
lMNX1,NONHSAG049287,MNX1,chr7,156994050,157010663,-
lMOB1A,NONHSAG028201,MOB1A,chr2,74152527,74178898,-
lMOB2,NONHSAG007379,MOB2,chr11,1469456,1501247,-
lMOB3A,NONHSAG024414,MOB3A,chr19,2071035,2096673,-
lMOB3B,NONHSAG051961,MOB3B,chr9,27325208,27529814,-
lMOB4,NONHSAG030179,MOB4,chr2,197515570,197553699,+
lNONHSAG034822,NONHSAG034822,MOBP,chr3,39467572,39529497,+
lMOGS,NONHSAG028218,MOGS,chr2,74461056,74465410,-
lMOK,NONHSAG015979,MOK,chr14,102224499,102305190,-
lMON1A,NONHSAG035098,MON1A,chr3,49907159,49930173,-
lMON2,NONHSAG011499,MON2,chr12,62466816,62600476,+
lNONHSAG033690,NONHSAG033690,MORC2-AS1,chr22,30922324,30932449,+
lMORC3,NONHSAG032776,MORC3,chr21,36320188,36386148,+
lNONHSAG017577,NONHSAG017577,MORF4L1,chr15,78872913,78879773,+
lNONHSAG055043,NONHSAG055043,MORF4L2,chrX,103676979,103686694,-
lNONHSAG055044,NONHSAG055044,MORF4L2-AS1,chrX,103687266,103692556,+
lMORN1,NONHSAG000151,MORN1,chr1,2321252,2391707,-
lMOSPD1,NONHSAG055365,MOSPD1,chrX,134887631,134915257,-
lMOSPD2,NONHSAG054065,MOSPD2,chrX,14873420,14922327,+
lMOV10,NONHSAG002446,MOV10,chr1,112673140,112700756,+
lMPDU1,NONHSAG020722,MPDU1,chr17,7583528,7592789,+
lMPG,NONHSAG018153,MPG,chr16,77006,85851,+
lMPHOSPH10,NONHSAG028143,MPHOSPH10,chr2,71130309,71150101,+
lMPHOSPH6,NONHSAG020115,MPHOSPH6,chr16,82147797,82170224,-
lMPHOSPH8,NONHSAG012901,MPHOSPH8,chr13,19633658,19673441,+
lMPHOSPH9,NONHSAG012600,MPHOSPH9,chr12,123152319,123244014,-
lMPI,NONHSAG017442,MPI,chr15,74890004,74902219,+
lMPO,NONHSAG022322,MPO,chr17,58269854,58280935,-
lMPP1,NONHSAG055611,MPP1,chrX,154778683,154821007,-
lMPP2,NONHSAG021898,MPP2,chr17,43875356,43909711,-
lMPP3,NONHSAG021896,MPP3,chr17,43800798,43833170,-
lMPP5,NONHSAG015267,MPP5,chr14,67240712,67336061,+
lMPP6,NONHSAG047132,MPP6,chr7,24573267,24694193,+
lMPP7,NONHSAG005476,MPP7,chr10,28050992,28334486,-
lNONHSAG023379,NONHSAG023379,MPPE1,chr18,11897157,11908318,-
lMPPED1,NONHSAG034085,MPPED1,chr22,43411195,43507848,+
lMPPED2,NONHSAG007951,MPPED2,chr11,30384492,30586872,-
lNONHSAG021000,NONHSAG021000,MPRIP,chr17,17183928,17188663,+
lMPV17,NONHSAG027320,MPV17,chr2,27309491,27325680,-
lMPZ,NONHSAG003259,MPZ,chr1,161304734,161309968,-
lMPZL1,NONHSAG003380,MPZL1,chr1,167721191,167791919,+
lMRE11A,NONHSAG009391,MRE11A,chr11,94415577,94493908,-
lMROH1,NONHSAG051537,MROH1,chr8,144148015,144261927,+
lMROH6,NONHSAG051499,MROH6,chr8,143566191,143572772,-
lMROH7,NONHSAG001553,MROH7,chr1,54641753,54710266,+
lMRPL1,NONHSAG038277,MRPL1,chr4,77862829,77952785,+
lMRPL10,NONHSAG022052,MRPL10,chr17,47823271,47831541,-
lMRPL13,NONHSAG051131,MRPL13,chr8,120380760,120445402,-
lMRPL16,NONHSAG008415,MRPL16,chr11,59806139,59810778,-
lMRPL17,NONHSAG007549,MRPL17,chr11,6680384,6683340,-
lMRPL19,NONHSAG028260,MRPL19,chr2,75646782,75690851,+
lMRPL2,NONHSAG043801,MRPL2,chr6,43054028,43059438,-
lNONHSAG000102,NONHSAG000102,MRPL20,chr1,1401909,1407167,-
lNONHSAG008867,NONHSAG008867,MRPL21,chr11,68891278,68903835,-
lNONHSAG007404,NONHSAG007404,AC051649.16,chr11,1947671,1950045,+
lNONHSAG007407,NONHSAG007407,MRPL23-AS1,chr11,1962797,1989967,-
lMRPL27,NONHSAG022179,MRPL27,chr17,50367856,50373207,-
lMRPL3,NONHSAG036101,MRPL3,chr3,131462211,131502983,-
lNONHSAG028691,NONHSAG028691,MRPL30,chr2,99181078,99199557,+
lNONHSAG047444,NONHSAG047444,MRPL32,chr7,42932389,42937825,+
lMRPL33,NONHSAG027341,MRPL33,chr2,27771716,27988087,+
lMRPL37,NONHSAG001540,MRPL37,chr1,54184040,54225464,+
lMRPL38,NONHSAG022790,MRPL38,chr17,75898643,75905093,-
