lncRNA_ID,gene_id,symbol,chr,start,end,strand
lNONHSAG023017,NONHSAG023017,HGS,chr17,81700537,81702117,+
lHGSNAT,NONHSAG050117,HGSNAT,chr8,43140463,43202855,+
lHHIP,NONHSAG039016,HHIP,chr4,144646155,144745271,+
lNONHSAG039015,NONHSAG039015,HHIP-AS1,chr4,144642915,144661358,-
lNONHSAG052973,NONHSAG052973,HIATL2,chr9,96894105,96946075,-
lHIBADH,NONHSAG047213,HIBADH,chr7,27525441,27662883,-
lNONHSAG020488,NONHSAG020488,HIC1,chr17,2054215,2055258,+
lHID1,NONHSAG022719,HID1,chr17,74950741,74973166,-
lHIF1A,NONHSAG015180,HIF1A,chr14,61695512,61748259,+
lNONHSAG034881,NONHSAG034881,HIGD1A,chr3,42784300,42852429,-
lNONHSAG048743,NONHSAG048743,HILPDA,chr7,128437079,128458406,+
lHINFP,NONHSAG009809,HINFP,chr11,119121579,119136059,+
lNONHSAG041492,NONHSAG041492,HINT1,chr5,131159309,131165230,-
lHINT2,NONHSAG052129,HINT2,chr9,35812959,35815354,-
lHIP1R,NONHSAG012588,HIP1R,chr12,122834452,122862961,+
lNONHSAG008004,NONHSAG008004,HIPK3,chr11,33338773,33347987,+
lHIRIP3,NONHSAG019062,HIRIP3,chr16,29992329,29996074,-
lHIST2H2BA,-,HIST2H2BA,chr1,121108209,121117257,-
lHIST2H2BC,NONHSAG002828,HIST2H2BC,chr1,149844497,149850937,-
lNONHSAG010570,NONHSAG010570,HIST4H4,chr12,14734178,14770777,-
lHIVEP2,NONHSAG045027,HIVEP2,chr6,142751468,142956698,-
lHK1,NONHSAG006111,HK1,chr10,69269983,69401884,+
lNONHSAG004359,NONHSAG004359,HLA-AS1,chr1,220832762,220880251,-
lHLA-B,NONHSAG043471,HLA-B,chr6,31353871,31367067,-
lHLA-C,NONHSAG043467,HLA-C,chr6,31268748,31272130,-
lHLA-DMA,NONHSAG043580,HLA-DMA,chr6,32948612,32969094,-
lHLA-DPA1,NONHSAG043586,HLA-DPA1,chr6,33064568,33080775,-
lNONHSAG043588,NONHSAG043588,HLA-DPB1,chr6,33076017,33086790,+
lHLA-F,NONHSAG043370,HLA-F,chr6,29722774,29738528,+
lHSALNG0049088,NONHSAG043371,HLA-F-AS1,chr6,29726600,29749049,-
lNONHSAG043392,NONHSAG043392,HLA-J,chr6,30006595,30009956,+
lNONHSAG032789,NONHSAG032789,HLCS-IT1,chr21,36802589,36806285,-
lHLF,NONHSAG022259,HLF,chr17,55264959,55325187,+
lHLTF,NONHSAG036341,HLTF,chr3,149030126,149086554,-
lNONHSAG036343,NONHSAG036343,HLTF-AS1,chr3,149086331,149102823,+
lHM13,NONHSAG031576,HM13,chr20,31514427,31577923,+
lNONHSAG031579,NONHSAG031579,HM13-IT1,chr20,31563165,31564077,+
lHMBOX1,NONHSAG049866,HMBOX1,chr8,28890394,29064764,+
lHMBS,NONHSAG009804,HMBS,chr11,119084865,119093834,+
lHMG20A,NONHSAG017524,HMG20A,chr15,77420411,77485607,+
lHMG20B,NONHSAG024487,HMG20B,chr19,3572776,3579088,+
lNONHSAG043626,NONHSAG043626,HMGA1,chr6,34236872,34246230,+
lHMGB1,NONHSAG013155,HMGB1,chr13,30456703,30617597,-
lNONHSAG042434,NONHSAG042434,HMGB3P22,chr5,179679031,179694649,+
lHMGCL,NONHSAG000675,HMGCL,chr1,23801884,23838620,-
lHMGCR,NONHSAG040744,HMGCR,chr5,75336328,75364001,+
lNONHSAG040310,NONHSAG040310,HMGCS1,chr5,43290271,43294729,-
lNONHSAG032868,NONHSAG032868,HMGN1,chr21,39342299,39349063,-
lNONHSAG000771,NONHSAG000771,HMGN2,chr1,26472523,26475964,+
lNONHSAG042643,NONHSAG042643,HMGN2P28,chr6,2245747,2484027,+
lNONHSAG016789,NONHSAG016789,HMGN2P46,chr15,45521835,45586290,+
lHMGXB4,NONHSAG033795,HMGXB4,chr22,35257451,35295807,+
lHMHA1,NONHSAG024336,HMHA1,chr19,1065922,1086628,+
lHMMR,NONHSAG042137,HMMR,chr5,163460202,163491941,+
lHMOX2,NONHSAG018452,HMOX2,chr16,4474689,4510347,+
lHMSD,NONHSAG024061,HMSD,chr18,63949300,63981774,+
lHN1,NONHSAG022734,HN1,chr17,75135247,75168281,-
lNONHSAG018270,NONHSAG018270,HN1L,chr16,1685573,1702857,+
lNONHSAG012534,NONHSAG012534,HNF1A-AS1,chr12,120888868,120980931,-
lNONHSAG050551,NONHSAG050551,HNF4G,chr8,75407673,75513583,+
lHNMT,NONHSAG029391,HNMT,chr2,137964019,138016364,+
lNONHSAG047160,NONHSAG047160,HNRNPA2B1,chr7,26190127,26200724,-
lNONHSAG029929,NONHSAG029929,HNRNPA3,chr2,177212693,177223850,+
lHNRNPC,NONHSAG014416,HNRNPC,chr14,21209135,21269494,-
lNONHSAG038319,NONHSAG038319,HNRNPD,chr4,82353835,82373966,-
lNONHSAG042430,NONHSAG042430,HNRNPH1,chr5,179614178,179623669,-
lHNRNPH3,NONHSAG006075,HNRNPH3,chr10,68331173,68343193,+
lNONHSAG025760,NONHSAG025760,HNRNPL,chr19,38840558,38845690,-
lHNRNPLL,NONHSAG027521,HNRNPLL,chr2,38561968,38603586,-
lHNRNPM,NONHSAG024701,HNRNPM,chr19,8444766,8489114,+
lHNRNPU,NONHSAG004869,HNRNPU,chr1,244840637,244864560,-
lHNRNPUL1,NONHSAG025861,HNRNPUL1,chr19,41262495,41307787,+
lHOMER2,NONHSAG017677,HOMER2,chr15,82836945,82986153,-
lHOOK1,NONHSAG001644,HOOK1,chr1,59814785,59876322,+
lHOOK2,NONHSAG024898,HOOK2,chr19,12763002,12872740,-
lHOPX,NONHSAG038007,HOPX,chr4,56647988,56681877,-
lHORMAD1,NONHSAG002871,HORMAD1,chr1,150698059,150720895,-
lHOTAIRM1,NONHSAG047181,HOTAIRM1,chr7,27095646,27100265,+
lNONHSAG047191,NONHSAG047191,HOXA11-AS,chr7,27184457,27194142,+
lHOXA13,NONHSAG047194,HOXA13,chr7,27193502,27200091,-
lNONHSAG047183,NONHSAG047183,HOXA3,chr7,27147365,27152598,-
lNONHSAG047182,NONHSAG047182,HOXA-AS2,chr7,27107776,27134302,+
lNONHSAG096230,NONHSAG047185,HOXA-AS3,chr7,27129976,27155928,+
lNONHSAG047189,NONHSAG047189,HOXA-AS4,chr7,27166515,27173784,+
lNONHSAG022077,NONHSAG022077,HOXB2,chr17,48541405,48542443,-
lHOXB3,NONHSAG022081,HOXB3,chr17,48548869,48604912,-
lHOXB6,NONHSAG022085,HOXB6,chr17,48595750,48604992,-
lNONHSAG022089,NONHSAG022089,HOXB7,chr17,48617094,48646852,-
lNONHSAG022078,NONHSAG022078,HOXB-AS1,chr17,48543550,48606415,+
lNONHSAG022080,NONHSAG022080,HOXB-AS2,chr17,48557261,48560333,+
lNONHSAG022088,NONHSAG022088,HOXB-AS4,chr17,48628674,48634933,+
lNONHSAG011269,NONHSAG011269,HOXC5,chr12,54016857,54035360,+
lNONHSAG011268,NONHSAG011268,HOXC-AS1,chr12,53999021,54000011,-
lNONHSAG011267,NONHSAG011267,HOXC-AS2,chr12,53993809,53996786,-
lNONHSAG011262,NONHSAG011262,HOXC-AS5,chr12,53935327,53939643,-
lHOXD11,NONHSAG029902,HOXD11,chr2,176104215,176109754,+
lHOXD-AS2,NONHSAG029903,HOXD-AS2,chr2,176121610,176137098,-
lHPCA,NONHSAG000963,HPCA,chr1,32885993,32898441,+
lNONHSAG025555,NONHSAG025555,HPN-AS1,chr19,35059058,35106304,-
lNONHSAG006650,NONHSAG006650,HPS1,chr10,98417022,98418233,-
lHPS3,NONHSAG036345,HPS3,chr3,149129637,149173732,+
lHPS4,NONHSAG033580,HPS4,chr22,26443106,26483931,-
lHPS5,NONHSAG007794,HPS5,chr11,18278667,18322198,-
lNONHSAG007529,NONHSAG007529,HPX,chr11,6431057,6437570,-
lHR,NONHSAG049709,HR,chr8,22114418,22133384,-
lHRAS,NONHSAG007318,HRAS,chr11,532241,537321,-
lHRK,NONHSAG012434,HRK,chr12,116856143,116881441,-
lHRSP12,NONHSAG050848,HRSP12,chr8,98102343,98117241,-
lHS6ST1,NONHSAG029213,HS6ST1,chr2,128236715,128318868,-
lNONHSAG048808,NONHSAG048808,hsa-mir-335,chr7,130495793,130498427,-
lNONHSAG022510,NONHSAG022510,hsa-mir-6080,chr17,64749522,64797300,-
lNONHSAG012608,NONHSAG012608,hsa-mir-8072,chr12,123363627,123366114,+
lNONHSAG020133,NONHSAG020133,HSBP1,chr16,83808051,83843465,+
lHSBP1L1,NONHSAG024258,HSBP1L1,chr18,79964581,79970822,+
lNONHSAG033620,NONHSAG033620,HSCB,chr22,28742067,28757500,+
lHSD17B10,NONHSAG054562,HSD17B10,chrX,53431257,53434370,-
lHSD17B11,NONHSAG038381,HSD17B11,chr4,87336514,87391188,-
lHSD17B6,NONHSAG011396,HSD17B6,chr12,56752160,56787790,+
lNONHSAG003299,NONHSAG003299,HSD17B7,chr1,162799761,162812526,+
lHSDL1,NONHSAG020147,HSDL1,chr16,84122140,84145192,-
lHSF1,NONHSAG051540,HSF1,chr8,144291590,144314720,+
lHSF4,NONHSAG019720,HSF4,chr16,67164680,67169945,+
lNONHSAG015975,NONHSAG015975,HSP90AA1,chr14,102085867,102139685,-
lHSP90B1,NONHSAG012129,HSP90B1,chr12,103930106,103953931,+
lHSPA14,NONHSAG005288,HSPA14,chr10,14838305,14871741,+
lHSPA4L,NONHSAG038844,HSPA4L,chr4,127781820,127840733,+
lNONHSAG009897,NONHSAG009897,HSPA8,chr11,123057492,123062136,-
lNONHSAG041679,NONHSAG041679,HSPA9,chr5,138555335,138557279,-
lNONHSAG001524,NONHSAG001524,HSPB11,chr1,53921560,53945823,-
lHSPB7,NONHSAG000457,HSPB7,chr1,16014027,16019594,-
lNONHSAG012478,NONHSAG012478,HSPB8,chr12,119178966,119194742,+
lHSPBAP1,NONHSAG035901,HSPBAP1,chr3,122739998,122793831,-
lNONHSAG030178,NONHSAG030178,HSPE1,chr2,197500611,197503365,+
lHSPG2,NONHSAG000617,HSPG2,chr1,21822243,21937310,-
lNONHSAG007838,NONHSAG007838,HTATIP2,chr11,20376602,20383773,+
lHTR4,NONHSAG041885,HTR4,chr5,148446041,148677235,-
lNONHSAG010546,NONHSAG010546,HTR7P1,chr12,13000429,13040680,+
lHTT,NONHSAG037332,HTT,chr4,3041362,3243957,+
lNONHSAG037328,NONHSAG037328,HTT-AS1,chr4,3048599,3074518,-
lHUWE1,NONHSAG054566,HUWE1,chrX,53532095,53686752,-
lHVCN1,NONHSAG012286,HVCN1,chr12,110627840,110704950,-
lHYI,NONHSAG001237,HYI,chr1,43450988,43453989,-
lNONHSAG001238,NONHSAG001238,HYI-AS1,chr1,43453883,43457111,+
lHYOU1,NONHSAG009798,HYOU1,chr11,119044187,119057227,-
lNONHSAG026963,NONHSAG026963,IAH1,chr2,9481435,9488619,+
lIARS,NONHSAG052844,IARS,chr9,92210206,92293756,-
lICA1,NONHSAG046921,ICA1,chr7,8113183,8262687,-
lICMT,NONHSAG000234,ICMT,chr1,6221192,6235972,-
lID2,NONHSAG026941,ID2,chr2,8678844,8684461,+
lID3,NONHSAG000661,ID3,chr1,23557925,23559501,-
lIDE,NONHSAG006533,IDE,chr10,92451683,92574096,-
lIDH1,NONHSAG030383,IDH1,chr2,208236228,208266074,-
lNONHSAG017548,NONHSAG017548,IDH3A,chr15,78131566,78147160,+
lIDH3B,NONHSAG031134,IDH3B,chr20,2658392,2664219,-
lIDI1,NONHSAG004976,IDI1,chr10,1039151,1049119,-
lNONHSAG004975,NONHSAG004975,IDI2-AS1,chr10,1022600,1045247,+
lIDUA,NONHSAG037236,IDUA,chr4,986996,1004564,+
lNONHSAG015770,NONHSAG015770,LINC00521,chr14,94081292,94102713,+
lNONHSAG015772,NONHSAG015772,IFI27L2,chr14,94127771,94128602,-
lIFI35,NONHSAG021871,IFI35,chr17,43006739,43014456,+
lIFNAR1,NONHSAG032700,IFNAR1,chr21,33324386,33359864,+
lNONHSAG032698,NONHSAG032698,IFNAR2,chr21,33137370,33283777,+
lIFNGR1,NONHSAG044946,IFNGR1,chr6,137197482,137219449,-
lNONHSAG048570,NONHSAG048570,IFRD1,chr7,112450482,112477203,+
lIFRD2,NONHSAG035120,IFRD2,chr3,50287731,50292918,-
lIFT122,NONHSAG036055,IFT122,chr3,129429606,129520510,+
lIFT172,NONHSAG027330,IFT172,chr2,27444376,27489805,-
lIFT20,NONHSAG021290,IFT20,chr17,28328324,28335489,-
lIFT27,NONHSAG033845,IFT27,chr22,36758201,36776256,-
lIFT43,NONHSAG015508,IFT43,chr14,75902135,76084585,+
lIFT46,NONHSAG009771,IFT46,chr11,118544527,118572970,-
lIFT52,NONHSAG031823,IFT52,chr20,43590936,43647299,+
lIFT57,NONHSAG035687,IFT57,chr3,108160811,108222435,-
lNONHSAG051954,NONHSAG051954,IFT74,chr9,26956433,27011939,+
lNONHSAG036528,NONHSAG036528,IFT80,chr3,160319777,160375881,-
lIFT81,NONHSAG012261,IFT81,chr12,110124334,110218793,+
lIGF1R,NONHSAG018055,IGF1R,chr15,98648538,98964530,+
lIGF2BP2,NONHSAG036890,IGF2BP2,chr3,185643129,185825042,-
lIGF2BP3,NONHSAG047113,IGF2BP3,chr7,23310208,23470491,-
lIGF2R,NONHSAG045307,IGF2R,chr6,159969081,160113507,+
lNONHSAG038023,NONHSAG038023,IGFBP7,chr4,57031085,57110371,-
lIGFLR1,NONHSAG025598,IGFLR1,chr19,35738800,35742453,-
lIGHMBP2,NONHSAG008869,IGHMBP2,chr11,68903862,68940602,+
lNONHSAG016245,NONHSAG016245,IGHV1OR15-4,chr15,22194291,22239848,-
lNONHSAG016106,NONHSAG016106,IGHV3-19,chr14,105527918,106874878,-
lIGSF10,NONHSAG036400,IGSF10,chr3,151425383,151461061,-
lIGSF9B,NONHSAG010091,IGSF9B,chr11,133896437,133956968,-
lNONHSAG041742,NONHSAG041742,IK,chr5,140651625,140652011,+
lIKBKB,NONHSAG050095,IKBKB,chr8,42271301,42332460,+
lNONHSAG004090,NONHSAG004090,IKBKE,chr1,206470638,206475135,+
lNONHSAG055605,NONHSAG055605,IKBKG,chrX,154562397,154564368,+
lIKZF1,NONHSAG047568,IKZF1,chr7,50304067,50405101,+
lIKZF4,NONHSAG011342,IKZF4,chr12,56007658,56038435,+
lNONHSAG007083,NONHSAG007083,IKZF5,chr10,122990805,123008850,-
lNONHSAG055174,NONHSAG055174,IL13RA1,chrX,118761138,118792656,+
lIL15RA,NONHSAG005125,IL15RA,chr10,5943638,5978187,-
lIL17D,NONHSAG012927,IL17D,chr13,20702126,20723098,+
lIL17RA,NONHSAG033185,IL17RA,chr22,17084953,17115693,+
lIL17RC,NONHSAG034405,IL17RC,chr3,9917073,9933630,+
lIL17RD,NONHSAG035248,IL17RD,chr3,57089981,57170306,-
lIL18BP,NONHSAG008962,IL18BP,chr11,71998612,72007315,+
lIL18R1,NONHSAG028754,IL18R1,chr2,102311528,102398777,+
lIL1R2,NONHSAG028745,IL1R2,chr2,101991959,102028544,+
lIL1RAP,NONHSAG036966,IL1RAP,chr3,190514050,190659750,+
lNONHSAG028996,NONHSAG028996,IL1RN,chr2,113127688,113133249,+
lIL20RA,NONHSAG044943,IL20RA,chr6,136999970,137045180,-
lIL20RB,NONHSAG036178,IL20RB,chr3,136946229,137011085,+
lNONHSAG036177,NONHSAG036177,IL20RB-AS1,chr3,136934676,136982197,-
lIL21R,NONHSAG018968,IL21R,chr16,27402173,27452042,+
lIL2RB,NONHSAG033856,IL2RB,chr22,37118665,37175118,-
lNONHSAG018389,NONHSAG018389,IL32,chr16,3065354,3069666,+
lNONHSAG018964,NONHSAG018964,IL4R,chr16,27313602,27362306,+
lIL6R,NONHSAG003017,IL6R,chr1,154405192,154469450,+
lIL6ST,NONHSAG040410,IL6ST,chr5,55935094,55995022,-
lIL7R,NONHSAG040180,IL7R,chr5,35852694,35879603,+
lNONHSAG024800,NONHSAG024800,ILF3,chr19,10686449,10686950,+
lNONHSAG024799,NONHSAG024799,ILF3-AS1,chr19,10651247,10654120,-
lNONHSAG007540,NONHSAG007540,ILK,chr11,6608878,6609641,+
lILKAP,NONHSAG030935,ILKAP,chr2,238170401,238203708,-
lNONHSAG024981,NONHSAG024982,AC003956.1,chr19,15124159,15126174,+
lIMMP1L,NONHSAG007964,IMMP1L,chr11,31432400,31509645,-
lIMMT,NONHSAG028417,IMMT,chr2,86143931,86195472,-
lIMP3,NONHSAG017481,IMP3,chr15,75639084,75648706,-
lIMP4,NONHSAG029261,IMP4,chr2,130342876,130347967,+
lNONHSAG050627,NONHSAG050627,IMPA1,chr8,81680705,81682911,-
lNONHSAG050624,NONHSAG050624,IMPA1P,chr8,81626056,81631134,-
lIMPA2,NONHSAG023383,IMPA2,chr18,11981024,12030877,+
lIMPDH1,NONHSAG048740,IMPDH1,chr7,128392276,128409986,-
lIMPDH2,NONHSAG035054,IMPDH2,chr3,49024324,49029447,-
lINCENP,NONHSAG008505,INCENP,chr11,62123997,62155474,+
lNONHSAG016064,NONHSAG016064,INF2,chr14,104714737,104719605,+
lING4,NONHSAG010326,ING4,chr12,6650300,6663142,-
lING5,NONHSAG031047,ING5,chr2,241687084,241729478,+
lINHA,NONHSAG030595,INHA,chr2,219569161,219575711,+
lNONHSAG053220,NONHSAG053220,INIP,chr9,112686677,112718098,-
lINO80,NONHSAG016628,INO80,chr15,40978879,41116280,-
lINO80B,NONHSAG028216,INO80B,chr2,74455086,74457944,+
lINO80C,NONHSAG023687,INO80C,chr18,35452229,35497979,-
lINO80E,NONHSAG019063,INO80E,chr16,29995714,30005793,+
lNONHSAG030095,NONHSAG030095,INPP1,chr2,190343599,190360306,+
lINPP4A,NONHSAG028676,INPP4A,chr2,98444853,98594392,+
lNONHSAG038986,NONHSAG038986,INPP4B,chr4,142383816,142431225,-
lINPP5B,NONHSAG001082,INPP5B,chr1,37860696,37947053,-
lINPP5D,NONHSAG030809,INPP5D,chr2,233059966,233207903,+
lINPP5J,NONHSAG033700,INPP5J,chr22,31122730,31134697,+
lINPP5K,NONHSAG020462,INPP5K,chr17,1494576,1516742,-
lNONHSAG008977,NONHSAG008977,INPPL1,chr11,72232870,72233536,+
lINSIG2,NONHSAG029078,INSIG2,chr2,118088451,118110997,+
lINS-IGF2,NONHSAG007413,INS-IGF2,chr11,2132537,2161209,-
lINTS1,NONHSAG046769,INTS1,chr7,1470276,1504389,-
lINTS10,NONHSAG049674,INTS10,chr8,19817390,19852083,+
lINTS12,NONHSAG038574,INTS12,chr4,105682626,105895986,-
lINTS2,NONHSAG022413,INTS2,chr17,61865366,61928016,-
lINTS3,NONHSAG002986,INTS3,chr1,153728049,153774808,+
lINTS4,NONHSAG009171,INTS4,chr11,77874417,77994715,-
lINTS6,NONHSAG013554,INTS6,chr13,51354076,51454264,-
lNONHSAG013555,NONHSAG013555,INTS6-AS1,chr13,51452366,51552364,+
lNONHSAG050796,NONHSAG050796,INTS8,chr8,94871928,94880303,+
lINTS9,NONHSAG049862,INTS9,chr8,28767660,28890242,-
lINTU,NONHSAG038842,INTU,chr4,127623270,127726737,+
lINVS,NONHSAG053039,INVS,chr9,100099242,100302175,+
lIP6K1,NONHSAG035082,IP6K1,chr3,49724293,49786542,-
lNONHSAG035041,NONHSAG035041,IP6K2,chr3,48693450,48717278,-
lIPCEF1,NONHSAG045195,IPCEF1,chr6,154154495,154356803,-
lIPO11,NONHSAG040505,IPO11,chr5,62403971,62628582,+
lIPO13,NONHSAG001248,IPO13,chr1,43946949,43968022,+
lIPO4,NONHSAG014539,IPO4,chr14,24180218,24188869,-
lIPO5,NONHSAG014018,IPO5,chr13,97953657,98024296,+
lIPO7,NONHSAG007616,IPO7,chr11,9384651,9448127,+
lIPO8,NONHSAG010790,IPO8,chr12,30628987,30695869,-
lNONHSAG003938,NONHSAG003938,IPO9-AS1,chr1,201688255,201829559,-
lIPPK,NONHSAG052850,IPPK,chr9,92613182,92670131,-
lIQCA1P1,NONHSAG049164,IQCA1P1,chr7,151190872,151205496,-
lIQCG,NONHSAG037177,IQCG,chr3,197889076,197960142,-
lNONHSAG017245,NONHSAG017245,IQCH-AS1,chr15,67399035,67521844,-
lNONHSAG036521,NONHSAG036521,IQCJ-SCHIP1-AS1,chr3,159706894,159768938,-
lNONHSAG018797,NONHSAG018797,IQCK,chr16,19716455,19858467,+
lIQGAP1,NONHSAG017874,IQGAP1,chr15,90388241,90502239,+
lIQGAP2,NONHSAG040772,IQGAP2,chr5,76403284,76708132,+
lIQGAP3,NONHSAG003126,IQGAP3,chr1,156525404,156572604,-
lIQSEC1,NONHSAG034476,IQSEC1,chr3,12897042,13283281,-
lIQSEC2,NONHSAG054555,IQSEC2,chrX,53225827,53321350,-
lIRAK1,NONHSAG055575,IRAK1,chrX,154010505,154019902,-
lIRAK4,NONHSAG010948,IRAK4,chr12,43758943,43798307,+
lIREB2,NONHSAG017562,IREB2,chr15,78437430,78501453,+
lIRF1,NONHSAG041525,IRF1,chr5,132440439,132508719,-
lIRF2,NONHSAG039488,IRF2,chr4,184385701,184474558,-
lIRF3,NONHSAG026254,IRF3,chr19,49659568,49665875,-
lIRF7,NONHSAG007328,IRF7,chr11,612552,615983,-
lIRF9,NONHSAG014533,IRF9,chr14,24161233,24168043,+
lIRGQ,NONHSAG025942,IRGQ,chr19,43584366,43596134,-
lNONHSAG015461,NONHSAG015461,ISCA2,chr14,74494045,74495428,+
lISCU,NONHSAG012214,ISCU,chr12,108562581,108569368,+
lNONHSAG017802,NONHSAG017802,ISG20,chr15,88635636,88656344,+
lNONHSAG003135,NONHSAG003135,ISG20L2,chr1,156727269,156728737,-
lISLR2,NONHSAG017398,ISLR2,chr15,74100310,74138540,+
lISOC2,NONHSAG026584,ISOC2,chr19,55452984,55462343,-
lIST1,NONHSAG019909,IST1,chr16,71845995,71931199,+
lNONHSAG036039,NONHSAG036039,NONHSAG036036,chr3,129129395,129140423,-
lNONHSAG031648,NONHSAG031648,ITCH,chr20,34369389,34438576,+
lNONHSAG019352,NONHSAG019352,ITFG1,chr16,47154399,47218935,-
lNONHSAG010202,NONHSAG010202,ITFG2,chr12,2836811,2859792,+
lITFG3,NONHSAG018165,ITFG3,chr16,234545,268971,+
lITGA1,NONHSAG040364,ITGA1,chr5,52787915,52959209,+
lITGA10,NONHSAG002704,ITGA10,chr1,145891207,145910111,-
lNONHSAG022155,NONHSAG022155,ITGA3,chr17,50081360,50089843,+
lNONHSAG029997,NONHSAG029997,ITGA4,chr2,181457224,181457726,+
lITGA5,NONHSAG011295,ITGA5,chr12,54395260,54419266,-
lITGA6,NONHSAG029833,ITGA6,chr2,172234215,172506459,+
lITGA7,NONHSAG011315,ITGA7,chr12,55684567,55716404,-
lNONHSAG005306,NONHSAG005306,ITGA8,chr10,15603045,15605748,-
lITGA9,NONHSAG034775,ITGA9,chr3,37452114,37823507,+
lITGAE,NONHSAG020546,ITGAE,chr17,3714627,3801188,-
lITGAL,NONHSAG019097,ITGAL,chr16,30472657,30523567,+
lITGAV,NONHSAG030058,ITGAV,chr2,186590009,186680901,+
lNONHSAG026960,NONHSAG026960,ITGB1BP1,chr2,9406040,9423250,-
lNONO,NONHSAG054721,NONO,chrX,71254813,71301522,+
lITGB2,NONHSAG033055,ITGB2,chr21,44885952,44931989,-
lNONHSAG001700,NONHSAG001700,ITGB3BP,chr1,63440770,63523189,-
lNONHSAG035929,NONHSAG035929,ITGB5,chr3,124772931,124776515,-
lNONHSAG035930,NONHSAG035930,ITGB5-AS1,chr3,124781154,124787757,+
lITGB6,NONHSAG029649,ITGB6,chr2,160099666,160271888,-
lNONHSAG011223,NONHSAG011223,ITGB7,chr12,53193361,53193915,-
lITGB8,NONHSAG047060,ITGB8,chr7,20330701,20415754,+
lITIH1,NONHSAG035184,ITIH1,chr3,52777594,52792068,+
lITIH2,NONHSAG005172,ITIH2,chr10,7703315,7749520,+
lITIH4,NONHSAG035189,ITIH4,chr3,52812961,52830688,-
lITK,NONHSAG042034,ITK,chr5,157142932,157255185,+
lNONHSAG013474,NONHSAG013474,ITM2B,chr13,48233221,48261860,+
lNONHSAG031148,NONHSAG031148,ITPA,chr20,3209339,3223844,+
lITPK1,NONHSAG015759,ITPK1,chr14,92936913,93116320,-
lNONHSAG004485,NONHSAG004485,ITPKB-AS1,chr1,226653589,226701396,+
lNONHSAG004484,NONHSAG004484,ITPKB-IT1,chr1,226656079,226675068,-
lITPR1,NONHSAG034313,ITPR1,chr3,4493344,4847506,+
lNONHSAG032716,NONHSAG032716,ITSN1,chr21,33642483,33774836,+
lITSN2,NONHSAG027234,ITSN2,chr2,24202863,24360536,-
lIVD,NONHSAG016597,IVD,chr15,40405484,40435947,+
lIVNS1ABP,NONHSAG003731,IVNS1ABP,chr1,185292930,185317273,-
lIWS1,NONHSAG029194,IWS1,chr2,127436206,127526886,-
lNONHSAG031261,NONHSAG031261,JAG1,chr20,10645198,10646366,-
lJAGN1,NONHSAG034399,JAGN1,chr3,9890573,9894349,+
lJAK1,NONHSAG001719,JAK1,chr1,64833222,65067754,-
lJAK2,NONHSAG051697,JAK2,chr9,4984389,5129948,+
lJAK3,NONHSAG025110,JAK3,chr19,17824779,17848071,-
lJARID2,NONHSAG043078,JARID2,chr6,15246068,15522042,+
lNONHSAG047220,NONHSAG047220,JAZF1-AS1,chr7,28180322,28243991,+
lJKAMP,NONHSAG015130,JKAMP,chr14,59484442,59505410,+
lNONHSAG006009,NONHSAG006009,JMJD1C,chr10,63214895,63264764,-
lJMJD4,NONHSAG004509,JMJD4,chr1,227730424,227735411,-
lNONHSAG022832,NONHSAG022832,JMJD6,chr17,76718489,76725589,-
lJMJD7,NONHSAG016661,JMJD7,chr15,41828091,41837581,+
lJMJD8,NONHSAG018202,JMJD8,chr16,681669,684528,-
lJMY,NONHSAG040818,JMY,chr5,79236130,79327211,+
lJOSD1,NONHSAG033931,JOSD1,chr22,38685542,38701556,-
lNONHSAG051448,NONHSAG051448,JRK,chr8,142679474,142682723,-
lNONHSAG009429,NONHSAG009429,JRKL-AS1,chr11,96443199,96507008,-
lNONHSAG002996,NONHSAG002996,JTB,chr1,153974302,153977666,-
lKANK1,NONHSAG051609,KANK1,chr9,470290,746105,+
lKANK2,NONHSAG024817,KANK2,chr19,11164269,11197791,-
lKANSL1,NONHSAG022016,KANSL1,chr17,46029915,46225389,-
lHSALNG0116913,NONHSAG022018,KANSL1-AS1,chr17,46193572,46196723,+
lNONHSAG030398,NONHSAG030398,KANSL1L,chr2,210096308,210153545,-
lKANSL3,NONHSAG028616,KANSL3,chr2,96593169,96642787,-
lKARS,NONHSAG020016,KARS,chr16,75627473,75648643,-
lKAT2A,NONHSAG021810,KAT2A,chr17,42113110,42121367,-
lKAT2B,NONHSAG034578,KAT2B,chr3,20040445,20154404,+
lKAT5,NONHSAG008697,KAT5,chr11,65711995,65719604,+
lNONHSAG006253,NONHSAG006253,KAT6B,chr10,74825541,74842911,+
lKAT7,NONHSAG022144,KAT7,chr17,49788623,49835026,+
lNONHSAG019134,NONHSAG019135,RP11-196G11.4,chr16,31118077,31118747,+
lKATNAL1,NONHSAG013146,KATNAL1,chr13,30202629,30307551,-
lKATNAL2,NONHSAG023797,KATNAL2,chr18,46917491,47103478,+
lKATNB1,NONHSAG019580,KATNB1,chr16,57735738,57757244,+
lEMC7,NONHSAG016484,EMC7,chr15,34084016,34101862,-
lKAZALD1,NONHSAG006702,KAZALD1,chr10,101061988,101068131,+
lNONHSAG050819,NONHSAG050819,KB-1043D8.6,chr8,96235426,96239316,+
lNONHSAG050809,NONHSAG050809,KB-1047C11.2,chr8,95204455,95812483,+
