lncRNA_ID,gene_id,symbol,chr,start,end,strand
lNONMMUG001853,NONMMUG001853,NONMMUG001853,chr1,135475276,135476324,-
lNONMMUG001865,NONMMUG001865,Gm15850,chr1,136126177,136131272,-
lNONMMUG001866,NONMMUG001866,NONMMUG001866,chr1,136140313,136144588,+
lNONMMUG001920,NONMMUG001920,NONMMUG001920,chr1,138855696,138856849,-
lNONMMUG002049,NONMMUG002049,NONMMUG002049,chr1,152682665,152686795,+
lNONMMUG002050,NONMMUG002050,Gm15479,chr1,152684025,152687502,-
lNONMMUG002055,NONMMUG002055,NONMMUG002055,chr1,152902490,152908071,+
lNONMMUG002082,NONMMUG002082,NONMMUG002082,chr1,154193303,154202603,-
lNONMMUG002090,NONMMUG002090,NONMMUG002090,chr1,154791754,154792743,-
lNONMMUG002092,NONMMUG002092,NONMMUG002092,chr1,154996652,155057179,-
lNONMMUG002198,NONMMUG002198,NONMMUG002198,chr1,160376842,160381473,-
lNONMMUG002205,NONMMUG002205,NONMMUG002205,chr1,160755686,160759689,+
lNONMMUG002237,NONMMUG002237,NONMMUG002237,chr1,162156846,162160224,-
lNONMMUG002239,NONMMUG002239,NONMMUG002239,chr1,162217622,162225550,+
lNONMMUG002265,NONMMUG002265,Gm20471,chr1,163280355,163287045,+
lNONMMUG002267,NONMMUG002267,NONMMUG002267,chr1,163306797,163309067,-
lNONMMUG002305,NONMMUG002305,NONMMUG002305,chr1,165062825,165109176,+
lNONMMUG002344,NONMMUG002344,NONMMUG002344,chr1,166297198,166299861,+
lNONMMUG002393,NONMMUG002393,Gm15852,chr1,169932697,169934503,-
lNONMMUG002433,NONMMUG002433,NONMMUG002433,chr1,171361104,171362028,+
lNONMMUG002466,NONMMUG002466,NONMMUG002466,chr1,172344503,172349875,-
lNONMMUG002482,NONMMUG002482,4933439K11Rik,chr1,172538132,172559895,-
lNONMMUG002531,NONMMUG002531,NONMMUG002531,chr1,177045241,177046773,-
lNONMMUG002537,NONMMUG002537,NONMMUG002537,chr1,177257452,177278976,+
lNONMMUG002539,NONMMUG002539,AC120370.1,chr1,177428337,177443270,-
lNONMMUG002545,NONMMUG002545,NONMMUG002545,chr1,177679741,177729756,-
lNONMMUG002567,NONMMUG002567,NONMMUG002567,chr1,178763882,178767078,+
lNONMMUG002569,NONMMUG002569,NONMMUG002569,chr1,178934424,178939199,+
lNONMMUG002574,NONMMUG002574,NONMMUG002574,chr1,179151165,179153345,-
lNONMMUG002596,NONMMUG002596,NONMMUG002596,chr1,180125338,180129489,+
lNONMMUG002600,NONMMUG002600,NONMMUG002600,chr1,180202302,180224355,-
lNONMMUG002642,NONMMUG002642,NONMMUG002642,chr1,181216529,181235114,+
lNONMMUG002643,NONMMUG002643,NONMMUG002643,chr1,181285768,181316149,+
lNONMMUG002664,NONMMUG002664,NONMMUG002664,chr1,182019674,182051527,+
lNONMMUG002673,NONMMUG002673,NONMMUG002673,chr1,182288018,182303742,+
lNONMMUG002717,NONMMUG002717,NONMMUG002717,chr1,185086101,185099547,+
lNONMMUG002757,NONMMUG002757,NONMMUG002757,chr1,187447876,187462782,+
lNONMMUG002801,NONMMUG002801,NONMMUG002801,chr1,190760975,190770576,+
lNONMMUG002802,NONMMUG002802,NONMMUG002802,chr1,190796321,190797283,-
lNONMMUG002814,NONMMUG002814,NONMMUG002814,chr1,191106198,191111963,-
lNONMMUG002846,NONMMUG002846,1700034H15Rik,chr1,191886129,191907527,-
lNONMMUG002850,NONMMUG002850,AC175315.1,chr1,192092336,192100275,+
lNONMMUG002881,NONMMUG002881,NONMMUG002881,chr1,193650011,193788423,+
lNONMMUG002897,NONMMUG002897,NONMMUG002897,chr1,194993259,194996195,+
lNONMMUG002966,NONMMUG002966,NONMMUG002966,chr10,7663370,7664623,+
lNONMMUG002998,NONMMUG002998,NONMMUG002998,chr10,8942558,8945303,-
lNONMMUG003000,NONMMUG003000,NONMMUG003000,chr10,9069418,9071961,-
lNONMMUG003014,NONMMUG003014,NONMMUG003014,chr10,9596471,9599423,+
lNONMMUG003022,NONMMUG003022,NONMMUG003022,chr10,9901157,9922938,+
lNONMMUG003024,NONMMUG003024,NONMMUG003024,chr10,9976626,10207981,+
lNONMMUG003059,NONMMUG003059,NONMMUG003059,chr10,13324348,13356281,+
lNONMMUG003068,NONMMUG003068,NONMMUG003068,chr10,13687205,13689807,-
lNONMMUG003082,NONMMUG003082,NONMMUG003082,chr10,14115024,14116325,+
lNONMMUG003092,NONMMUG003092,Gm16234,chr10,14664219,14680546,+
lNONMMUG003097,NONMMUG003097,NONMMUG003097,chr10,15299069,15392942,+
lNONMMUG003114,NONMMUG003114,NONMMUG003114,chr10,18210314,18212112,-
lNONMMUG003124,NONMMUG003124,NONMMUG003124,chr10,18796804,18831940,-
lNONMMUG003150,NONMMUG003150,NONMMUG003150,chr10,20169899,20175353,-
lNONMMUG003188,NONMMUG003188,RP23-58L22.2,chr10,22144296,22151647,-
lNONMMUG003201,NONMMUG003201,NONMMUG003201,chr10,22570659,22613471,-
lNONMMUG003296,NONMMUG003296,NONMMUG003296,chr10,29297933,29313825,-
lNONMMUG003297,NONMMUG003297,NONMMUG003297,chr10,29336878,29339242,-
lNONMMUG003314,NONMMUG003314,NONMMUG003314,chr10,30800983,30802935,-
lNONMMUG003362,NONMMUG003362,NONMMUG003362,chr10,33950779,33951212,-
lNONMMUG003366,NONMMUG003366,NONMMUG003366,chr10,34018814,34020762,+
lNONMMUG003410,NONMMUG003410,NONMMUG003410,chr10,39519829,39521746,+
lNONMMUG003428,NONMMUG003428,AC118733.2,chr10,39899024,39907932,+
lNONMMUG003453,NONMMUG003453,NONMMUG003453,chr10,41035158,41058572,+
lNONMMUG003499,NONMMUG003499,NONMMUG003499,chr10,42861381,42864699,-
lNONMMUG003516,NONMMUG003516,NONMMUG003516,chr10,43379212,43380965,+
lNONMMUG003582,NONMMUG003582,NONMMUG003582,chr10,49788826,49790167,+
lNONMMUG003633,NONMMUG003633,NONMMUG003633,chr10,53348900,53379709,-
lNONMMUG003702,NONMMUG003702,NONMMUG003702,chr10,58824449,58825950,+
lNONMMUG003712,NONMMUG003712,NONMMUG003712,chr10,59506377,59509773,-
lNONMMUG003714,NONMMUG003714,NONMMUG003714,chr10,59567982,59570437,-
lNONMMUG003717,NONMMUG003717,NONMMUG003717,chr10,59702616,59705215,+
lNONMMUG003729,NONMMUG003729,NONMMUG003729,chr10,60079612,60083424,+
lNONMMUG003733,NONMMUG003733,NONMMUG003733,chr10,60115372,60116378,+
lNONMMUG003827,NONMMUG003827,NONMMUG003827,chr10,64043579,64044910,-
lNONMMUG003868,NONMMUG003868,NONMMUG003868,chr10,67549446,67564853,+
lNONMMUG003925,NONMMUG003925,NONMMUG003925,chr10,69741662,69745635,+
lNONMMUG003931,NONMMUG003931,NONMMUG003931,chr10,70085880,70110141,-
lNONMMUG003938,NONMMUG003938,NONMMUG003938,chr10,70292154,70310278,+
lNONMMUG003956,NONMMUG003956,NONMMUG003956,chr10,71145457,71147455,-
lNONMMUG003998,NONMMUG003998,NONMMUG003998,chr10,75449509,75463104,+
lNONMMUG004009,NONMMUG004009,NONMMUG004009,chr10,75886943,75893082,-
lNONMMUG004054,NONMMUG004054,NONMMUG004054,chr10,77622332,77623554,+
lNONMMUG004072,NONMMUG004072,NONMMUG004072,chr10,78248273,78264139,-
lNONMMUG004089,NONMMUG004089,NONMMUG004089,chr10,79667756,79670220,-
lNONMMUG004092,NONMMUG004092,NONMMUG004092,chr10,79767074,79769983,+
lNONMMUG004096,NONMMUG004096,NONMMUG004096,chr10,79810211,79813286,+
lNONMMUG004148,NONMMUG004148,NONMMUG004148,chr10,80854701,80855202,-
lNONMMUG004164,NONMMUG004164,Zfr2,chr10,81233189,81234342,+
lNONMMUG004236,NONMMUG004236,1700025N21Rik,chr10,83139149,83142538,-
lNONMMUG004253,NONMMUG004253,NONMMUG004253,chr10,83888101,83901748,+
lNONMMUG004261,NONMMUG004261,NONMMUG004261,chr10,84440848,84480512,+
lNONMMUG004280,NONMMUG004280,NONMMUG004280,chr10,85220941,85267072,-
lNONMMUG004295,NONMMUG004295,4930486F22Rik,chr10,86095838,86129855,+
lNONMMUG004296,NONMMUG004296,NONMMUG004296,chr10,86123781,86128254,-
lNONMMUG004298,NONMMUG004298,NONMMUG004298,chr10,86162711,86217930,+
lNONMMUG004352,NONMMUG004352,AC130216.1,chr10,89686005,89700866,+
lNONMMUG004418,NONMMUG004418,NONMMUG004418,chr10,93275544,93278807,+
lNONMMUG004448,NONMMUG004448,NONMMUG004448,chr10,94397470,94398810,+
lNONMMUG004453,NONMMUG004453,AC153506.1,chr10,94671024,94689697,-
lNONMMUG004468,NONMMUG004468,NONMMUG004468,chr10,95316576,95324619,+
lNONMMUG004509,NONMMUG004509,NONMMUG004509,chr10,96735351,96884708,+
lNONMMUG004536,NONMMUG004536,NONMMUG004536,chr10,99216379,99228975,-
lNONMMUG004581,NONMMUG004581,NONMMUG004581,chr10,103366509,103368586,-
lNONMMUG004599,NONMMUG004599,Gm15663,chr10,105573610,105583875,+
lNONMMUG004603,NONMMUG004603,AC140785.1,chr10,106466938,106470769,-
lNONMMUG004667,NONMMUG004667,NONMMUG004667,chr10,110454687,110455844,-
lNONMMUG004677,NONMMUG004677,NONMMUG004677,chr10,111074082,111083519,-
lNONMMUG004692,NONMMUG004692,NONMMUG004692,chr10,111506485,111508640,-
lNONMMUG004715,NONMMUG004715,4930473D10Rik,chr10,114757746,114785105,+
lNONMMUG004717,NONMMUG004717,Gm15723,chr10,114801970,114817255,+
lNONMMUG004741,NONMMUG004741,NONMMUG004741,chr10,116384795,116387184,+
lNONMMUG004745,NONMMUG004745,4933400F03Rik,chr10,116473162,116475319,+
lNONMMUG004752,NONMMUG004752,5330438D12Rik,chr10,116509051,116583515,+
lNONMMUG004760,NONMMUG004760,NONMMUG004760,chr10,116949703,116964327,+
lNONMMUG004761,NONMMUG004761,NONMMUG004761,chr10,116952394,116964327,-
lNONMMUG004767,NONMMUG004767,D630029K05Rik,chr10,117047194,117049747,+
lNONMMUG004780,NONMMUG004780,NONMMUG004780,chr10,117390010,117399645,+
lNONMMUG004800,NONMMUG004800,NONMMUG004800,chr10,117877323,117911554,+
lNONMMUG004846,NONMMUG004846,NONMMUG004846,chr10,119600362,119617720,-
lNONMMUG004850,NONMMUG004850,4930564G21Rik,chr10,119710572,119761700,-
lNONMMUG004899,NONMMUG004899,NONMMUG004899,chr10,121505350,121526462,+
lNONMMUG004906,NONMMUG004906,NONMMUG004906,chr10,121822029,121828882,+
lNONMMUG004935,NONMMUG004935,NONMMUG004935,chr10,123074737,123075820,-
lNONMMUG004955,NONMMUG004955,NONMMUG004955,chr10,125338962,125389967,-
lNONMMUG004972,NONMMUG004972,NONMMUG004972,chr10,126788276,126803247,+
lNONMMUG004977,NONMMUG004977,NONMMUG004977,chr10,126975176,126977492,-
lNONMMUG004980,NONMMUG004980,NONMMUG004980,chr10,127075263,127077501,+
lNONMMUG004994,NONMMUG004994,Gm4189,chr10,127289695,127290788,-
lNONMMUG005051,NONMMUG005051,NONMMUG005051,chr10,128503129,128505102,-
lNONMMUG005114,NONMMUG005114,NONMMUG005114,chr11,3463930,3473850,-
lNONMMUG005165,NONMMUG005165,NONMMUG005165,chr11,4747226,4748416,+
lNONMMUG005182,NONMMUG005182,NONMMUG005182,chr11,5114760,5118325,+
lNONMMUG005195,NONMMUG005195,NONMMUG005195,chr11,5402879,5405016,-
lNONMMUG005225,NONMMUG005225,NONMMUG005225,chr11,5859693,5861219,+
lNONMMUG005266,NONMMUG005266,NONMMUG005266,chr11,6626170,6627496,+
lNONMMUG005282,NONMMUG005282,Gm11986,chr11,7270350,7290374,-
lNONMMUG005297,NONMMUG005297,NONMMUG005297,chr11,9010254,9031194,+
lNONMMUG005324,NONMMUG005324,1700042O10Rik,chr11,11868122,11885322,+
lNONMMUG005409,NONMMUG005409,NONMMUG005409,chr11,20025167,20032492,-
lNONMMUG005438,NONMMUG005438,NONMMUG005438,chr11,20550621,20551735,+
lNONMMUG005491,NONMMUG005491,NONMMUG005491,chr11,22222150,22225834,-
lNONMMUG005492,NONMMUG005492,NONMMUG005492,chr11,22229042,22231957,-
lNONMMUG005548,NONMMUG005548,NONMMUG005548,chr11,24057410,24060538,-
lNONMMUG005554,NONMMUG005554,Gm12064,chr11,24099687,24115406,-
lNONMMUG005569,NONMMUG005569,Gm12069,chr11,25301262,25322787,+
lNONMMUG005598,NONMMUG005598,NONMMUG005598,chr11,29123674,29131378,-
lNONMMUG005626,NONMMUG005626,Gm12092,chr11,29612323,29645510,-
lNONMMUG005643,NONMMUG005643,NONMMUG005643,chr11,30239941,30243077,-
lNONMMUG005675,NONMMUG005675,NONMMUG005675,chr11,31702946,31713636,-
lNONMMUG005677,NONMMUG005677,D630024D03Rik,chr11,31789087,31824819,-
lNONMMUG005678,NONMMUG005678,NONMMUG005678,chr11,31796486,31804486,+
lNONMMUG005725,NONMMUG005725,Gm12116,chr11,33204054,33221478,+
lNONMMUG005729,NONMMUG005729,Gm12119,chr11,33682677,33698576,+
lNONMMUG005778,NONMMUG005778,Gm12127,chr11,36278040,36279987,+
lNONMMUG005858,NONMMUG005858,NONMMUG005858,chr11,43675740,43682704,-
lNONMMUG005880,NONMMUG005880,Gm12158,chr11,44659521,44662676,-
lNONMMUG005881,NONMMUG005881,NONMMUG005881,chr11,44685167,44687080,+
lNONMMUG005913,NONMMUG005913,NONMMUG005913,chr11,46202710,46207299,-
lNONMMUG005995,NONMMUG005995,Gm12195,chr11,50134081,50139599,-
lNONMMUG006018,NONMMUG006018,Gm12200,chr11,50720081,50725545,-
lNONMMUG006042,NONMMUG006042,NONMMUG006042,chr11,51342409,51343984,+
lNONMMUG006043,NONMMUG006043,NONMMUG006043,chr11,51388766,51390609,+
lNONMMUG006089,NONMMUG006089,NONMMUG006089,chr11,53140667,53143687,-
lNONMMUG006092,NONMMUG006092,NONMMUG006092,chr11,53351230,53352018,-
lNONMMUG006099,NONMMUG006099,Gm12212,chr11,53461127,53467398,-
lNONMMUG006130,NONMMUG006130,Gm12224,chr11,54340368,54368097,-
lNONMMUG006155,NONMMUG006155,NONMMUG006155,chr11,55013064,55031351,+
lNONMMUG006169,NONMMUG006169,NONMMUG006169,chr11,55461684,55471866,-
lNONMMUG006195,NONMMUG006195,Gm12243,chr11,57572511,57574596,+
lNONMMUG006196,NONMMUG006196,NONMMUG006196,chr11,57587646,57590088,-
lNONMMUG006201,NONMMUG006201,NONMMUG006201,chr11,57696902,57699980,+
lNONMMUG006250,NONMMUG006250,NONMMUG006250,chr11,59446400,59449343,-
lNONMMUG006266,NONMMUG006266,Gm16062,chr11,59810079,59818492,+
lNONMMUG006413,NONMMUG006413,9630013K17Rik,chr11,63964225,63968041,+
lNONMMUG006415,NONMMUG006415,Gm12289,chr11,64012614,64015225,+
lNONMMUG006416,NONMMUG006416,2810001G20Rik,chr11,64078927,64090494,+
lNONMMUG006417,NONMMUG006417,Gm12290,chr11,64162991,64182172,+
lNONMMUG006431,NONMMUG006431,NONMMUG006431,chr11,65159939,65171226,+
lNONMMUG006450,NONMMUG006450,NONMMUG006450,chr11,66525737,66536831,+
lNONMMUG006495,NONMMUG006495,NONMMUG006495,chr11,68658007,68681033,+
lNONMMUG006587,NONMMUG006587,NONMMUG006587,chr11,70205460,70216394,-
lNONMMUG006651,NONMMUG006651,4930401O10Rik,chr11,71928470,71941245,-
lNONMMUG006737,NONMMUG006737,NONMMUG006737,chr11,75194287,75196951,-
lNONMMUG006748,NONMMUG006748,NONMMUG006748,chr11,75530212,75533071,-
lNONMMUG006750,NONMMUG006750,4931413K12Rik,chr11,75588313,75594786,-
lNONMMUG006766,NONMMUG006766,Gm12339,chr11,75794767,75854859,+
lNONMMUG006768,NONMMUG006768,Gm16075,chr11,75858991,75861547,+
lNONMMUG006794,NONMMUG006794,AL591143.1,chr11,76614466,76626657,+
lNONMMUG006849,NONMMUG006849,Gm11190,chr11,77912126,77929289,-
lNONMMUG006859,NONMMUG006859,NONMMUG006859,chr11,78094727,78098527,+
lNONMMUG006925,NONMMUG006925,4930542H20Rik,chr11,79668693,79675129,-
lNONMMUG006949,NONMMUG006949,NONMMUG006949,chr11,80301899,80303083,+
lNONMMUG006969,NONMMUG006969,Gm11417,chr11,81072402,81083358,+
lNONMMUG006971,NONMMUG006971,4930527B05Rik,chr11,81385009,81403410,+
lNONMMUG006973,NONMMUG006973,Gm11418,chr11,81587358,81594137,+
lNONMMUG006974,NONMMUG006974,NONMMUG006974,chr11,81622418,81624565,-
lNONMMUG006977,NONMMUG006977,NONMMUG006977,chr11,81967236,82006946,+
lNONMMUG006998,NONMMUG006998,NONMMUG006998,chr11,82884264,82886963,-
lNONMMUG007004,NONMMUG007004,Slfn5,chr11,82951880,82955330,+
lNONMMUG007042,NONMMUG007042,Gm12576,chr11,83811120,83849494,-
lNONMMUG007092,NONMMUG007092,9530048J24Rik,chr11,85766830,85776053,-
lNONMMUG007132,NONMMUG007132,NONMMUG007132,chr11,86683230,86683813,-
lNONMMUG007276,NONMMUG007276,NONMMUG007276,chr11,90652535,90655054,-
lNONMMUG007340,NONMMUG007340,Gm11542,chr11,94677564,94687665,+
lNONMMUG007367,NONMMUG007367,NONMMUG007367,chr11,95352740,95356874,-
lNONMMUG007373,NONMMUG007373,NONMMUG007373,chr11,95640821,95652949,-
lNONMMUG007556,NONMMUG007556,NONMMUG007556,chr11,99160020,99177348,+
lNONMMUG007657,NONMMUG007657,NONMMUG007657,chr11,101996874,101999035,-
lNONMMUG007709,NONMMUG007709,Gm16342,chr11,102732404,102752861,+
lNONMMUG007799,NONMMUG007799,Gm11638,chr11,105363082,105390643,+
lNONMMUG007802,NONMMUG007802,NONMMUG007802,chr11,105465049,105474481,+
lNONMMUG007803,NONMMUG007803,NONMMUG007803,chr11,105502403,105520087,+
lNONMMUG007844,NONMMUG007844,NONMMUG007844,chr11,106485297,106487851,-
lNONMMUG007873,NONMMUG007873,Gm11715,chr11,107157407,107167151,+
lNONMMUG007910,NONMMUG007910,Gm11650,chr11,107793865,107796295,+
lNONMMUG007913,NONMMUG007913,Gm11657,chr11,107993948,107995786,+
lNONMMUG007919,NONMMUG007919,NONMMUG007919,chr11,108179616,108181782,-
lNONMMUG007925,NONMMUG007925,NONMMUG007925,chr11,108287590,108290190,-
lNONMMUG007978,NONMMUG007978,NONMMUG007978,chr11,110444903,110449329,-
lNONMMUG008065,NONMMUG008065,NONMMUG008065,chr11,115364859,115367706,-
lNONMMUG008093,NONMMUG008093,NONMMUG008093,chr11,115631750,115643290,-
lNONMMUG008202,NONMMUG008202,NONMMUG008202,chr11,117623339,117629266,-
lNONMMUG008236,NONMMUG008236,Gm11750,chr11,118791371,118793829,+
lNONMMUG008254,NONMMUG008254,NONMMUG008254,chr11,119256053,119258895,-
lNONMMUG008264,NONMMUG008264,Gm11762,chr11,119548629,119570532,+
lNONMMUG008329,NONMMUG008329,4732444A12Rik,chr11,120659156,120661815,+
lNONMMUG008373,NONMMUG008373,NONMMUG008373,chr11,121702426,121705305,+
lNONMMUG008388,NONMMUG008388,NONMMUG008388,chr12,3368428,3369959,+
lNONMMUG008401,NONMMUG008401,Gm20448,chr12,3752542,3762146,-
lNONMMUG008405,NONMMUG008405,Gm10485,chr12,3859292,3862244,-
lNONMMUG008412,NONMMUG008412,NONMMUG008412,chr12,4115538,4125367,+
lNONMMUG008449,NONMMUG008449,NONMMUG008449,chr12,5201928,5205107,-
lNONMMUG008458,NONMMUG008458,NONMMUG008458,chr12,5905730,5943641,-
lNONMMUG008478,NONMMUG008478,NONMMUG008478,chr12,8499426,8502558,+
lNONMMUG008479,NONMMUG008479,NONMMUG008479,chr12,8511182,8562681,+
lNONMMUG008489,NONMMUG008489,NONMMUG008489,chr12,8911966,8917479,+
lNONMMUG008505,NONMMUG008505,NONMMUG008505,chr12,10446387,10531303,+
lNONMMUG008535,NONMMUG008535,NONMMUG008535,chr12,13247247,13248725,-
lNONMMUG008538,NONMMUG008538,NONMMUG008538,chr12,13607783,13627646,-
lNONMMUG008543,NONMMUG008543,NONMMUG008543,chr12,14261533,14346112,+
lNONMMUG008564,NONMMUG008564,NONMMUG008564,chr12,16386588,16515133,-
lNONMMUG008611,NONMMUG008611,NONMMUG008611,chr12,21043657,21092047,+
lNONMMUG008656,NONMMUG008656,NONMMUG008656,chr12,24680663,24701112,+
lNONMMUG008741,NONMMUG008741,NONMMUG008741,chr12,31168861,31185922,+
lNONMMUG008749,NONMMUG008749,NONMMUG008749,chr12,31654865,31657403,+
lNONMMUG008754,NONMMUG008754,NONMMUG008754,chr12,31846522,31849626,-
lNONMMUG008764,NONMMUG008764,NONMMUG008764,chr12,32577330,32581545,-
lNONMMUG008782,NONMMUG008782,NONMMUG008782,chr12,33252470,33258280,-
lNONMMUG008840,NONMMUG008840,NONMMUG008840,chr12,37985499,37987762,+
lNONMMUG008895,NONMMUG008895,NONMMUG008895,chr12,41286997,41288626,+
lNONMMUG008914,NONMMUG008914,NONMMUG008914,chr12,44928621,44941362,+
lNONMMUG008933,NONMMUG008933,NONMMUG008933,chr12,49368662,49382500,-
lNONMMUG008934,NONMMUG008934,NONMMUG008934,chr12,49377773,49381139,+
lNONMMUG008936,NONMMUG008936,3110039M20Rik,chr12,49389651,49407360,+
lNONMMUG008997,NONMMUG008997,NONMMUG008997,chr12,53303312,53309900,-
lNONMMUG009055,NONMMUG009055,NONMMUG009055,chr12,56488320,56529427,-
lNONMMUG009175,NONMMUG009175,NONMMUG009175,chr12,69653968,69654372,-
lNONMMUG009197,NONMMUG009197,NONMMUG009197,chr12,70366520,70384855,-
lNONMMUG009206,NONMMUG009206,NONMMUG009206,chr12,70799353,70820289,+
lNONMMUG009240,NONMMUG009240,NONMMUG009240,chr12,72374138,72375439,+
lNONMMUG009270,NONMMUG009270,NONMMUG009270,chr12,73355080,73361999,+
lNONMMUG009321,NONMMUG009321,NONMMUG009321,chr12,76344041,76348496,+
lNONMMUG009335,NONMMUG009335,NONMMUG009335,chr12,76837789,76839372,+
lNONMMUG009354,NONMMUG009354,NONMMUG009354,chr12,78248581,78249906,+
lNONMMUG009369,NONMMUG009369,NONMMUG009369,chr12,78985572,78989383,-
lNONMMUG009423,NONMMUG009423,AC127337.1,chr12,80885548,80887674,-
lNONMMUG009424,NONMMUG009424,NONMMUG009424,chr12,80885548,80887674,+
lNONMMUG009431,NONMMUG009431,RP24-413G2.4,chr12,81227968,81243258,+
lNONMMUG009442,NONMMUG009442,Gm17191,chr12,81532034,81533359,-
lNONMMUG009443,NONMMUG009443,6530401F13Rik,chr12,81532967,81557459,+
lNONMMUG009447,NONMMUG009447,Gm16572,chr12,81587798,81589641,+
lNONMMUG009460,NONMMUG009460,NONMMUG009460,chr12,82073360,82123065,+
lNONMMUG009472,NONMMUG009472,NONMMUG009472,chr12,82756312,82758936,+
lNONMMUG009474,NONMMUG009474,NONMMUG009474,chr12,82932519,82939155,-
lNONMMUG009489,NONMMUG009489,NONMMUG009489,chr12,83421024,83425088,-
lNONMMUG009491,NONMMUG009491,NONMMUG009491,chr12,83484186,83487721,-
lNONMMUG009492,NONMMUG009492,NONMMUG009492,chr12,83486134,83489022,+
lNONMMUG009497,NONMMUG009497,Rbm25,chr12,83632425,83633833,+
lNONMMUG009581,NONMMUG009581,AC159318.1,chr12,86290760,86306006,-
lNONMMUG009593,NONMMUG009593,NONMMUG009593,chr12,86892900,86926071,+
lNONMMUG009641,NONMMUG009641,NONMMUG009641,chr12,89434781,89437378,+
lNONMMUG009645,NONMMUG009645,NONMMUG009645,chr12,89622767,89623931,+
lNONMMUG009755,NONMMUG009755,NONMMUG009755,chr12,100069470,100074087,-
lNONMMUG009756,NONMMUG009756,NONMMUG009756,chr12,100076907,100097218,-
lNONMMUG009776,NONMMUG009776,9030617O03Rik,chr12,100895309,100896870,+
lNONMMUG009780,NONMMUG009780,NONMMUG009780,chr12,100986622,101014822,+
lNONMMUG009842,NONMMUG009842,NONMMUG009842,chr12,104836553,104837948,-
lNONMMUG009849,NONMMUG009849,NONMMUG009849,chr12,105077445,105117230,+
lNONMMUG009877,NONMMUG009877,NONMMUG009877,chr12,105980636,105982620,-
lNONMMUG009921,NONMMUG009921,NONMMUG009921,chr12,107970526,107975279,-
lNONMMUG009922,NONMMUG009922,NONMMUG009922,chr12,107975564,107978782,-
lNONMMUG009923,NONMMUG009923,NONMMUG009923,chr12,107979117,107980883,-
lNONMMUG009946,NONMMUG009946,NONMMUG008165,chr12,108829714,108835220,+
lNONMMUG009982,NONMMUG009982,NONMMUG009982,chr12,110046666,110086423,-
lNONMMUG010020,NONMMUG010020,NONMMUG010020,chr12,111087765,111090041,+
lNONMMUG010030,NONMMUG010030,NONMMUG010030,chr12,111495804,111504998,+
lNONMMUG010031,NONMMUG010031,NONMMUG010031,chr12,111502784,111505115,-
lNONMMUG010041,NONMMUG010041,NONMMUG010041,chr12,111687294,111696959,-
lNONMMUG010052,NONMMUG010052,NONMMUG010052,chr12,111852391,111854193,-
lNONMMUG010067,NONMMUG010067,NONMMUG010067,chr12,112442471,112462047,-
lNONMMUG010078,NONMMUG010078,NONMMUG010078,chr12,112690831,112693733,-
lNONMMUG010082,NONMMUG010082,NONMMUG010082,chr12,112746813,112748488,+
lNONMMUG010134,NONMMUG010134,NONMMUG010134,chr12,117144522,117151723,-
lNONMMUG010229,NONMMUG010229,NONMMUG010229,chr13,8870340,8872105,+
lNONMMUG010242,NONMMUG010242,NONMMUG010242,chr13,9328629,9330247,+
lNONMMUG010274,NONMMUG010274,NONMMUG010274,chr13,12105736,12108324,+
lNONMMUG010277,NONMMUG010277,Lgals8,chr13,12460684,12461457,-
lNONMMUG010325,NONMMUG010325,NONMMUG010325,chr13,14521485,14525016,+
lNONMMUG010343,NONMMUG010343,NONMMUG010343,chr13,15778632,15802630,-
lNONMMUG010373,NONMMUG010373,NONMMUG010373,chr13,17944318,17949427,+
lNONMMUG010394,NONMMUG010394,NONMMUG010394,chr13,19462846,19504398,-
lNONMMUG010397,NONMMUG010397,NONMMUG010397,chr13,20101075,20102917,+
lNONMMUG010526,NONMMUG010526,NONMMUG010526,chr13,24845112,24845705,+
lNONMMUG010530,NONMMUG010530,9330162012Rik,chr13,24937400,24941418,+
lNONMMUG010579,NONMMUG010579,A330102I10Rik,chr13,29014398,29041614,+
lNONMMUG010580,NONMMUG010580,NONMMUG010580,chr13,29032393,29035032,+
lNONMMUG010592,NONMMUG010592,NONMMUG010592,chr13,30003485,30006358,+
lNONMMUG010616,NONMMUG010616,Gm11376,chr13,31299627,31396579,+
lNONMMUG010620,NONMMUG010620,1700018A04Rik,chr13,31565491,31625792,-
lNONMMUG010623,NONMMUG010623,NONMMUG010623,chr13,31811161,31812476,+
lNONMMUG010827,NONMMUG010827,NONMMUG010827,chr13,43864549,43869550,+
lNONMMUG010859,NONMMUG010859,NONMMUG010859,chr13,45246465,45267767,-
lNONMMUG010868,NONMMUG010868,NONMMUG010868,chr13,45820334,45821723,-
lNONMMUG010870,NONMMUG010870,NONMMUG010870,chr13,45871854,45872353,-
lNONMMUG010877,NONMMUG010877,NONMMUG010877,chr13,46092370,46137964,+
lNONMMUG010896,NONMMUG010896,NONMMUG010896,chr13,47143941,47148670,-
lNONMMUG010920,NONMMUG010920,Gm8619,chr13,48871111,48876026,+
lNONMMUG010976,NONMMUG010976,NONMMUG010976,chr13,51377994,51418746,-
lNONMMUG010997,NONMMUG010997,NONMMUG010997,chr13,52509171,52511426,-
lNONMMUG011006,NONMMUG011006,NONMMUG011006,chr13,53060024,53069746,-
lNONMMUG011010,NONMMUG011010,NONMMUG011010,chr13,53393447,53457437,+
