lncRNA_ID,gene_id,symbol,chr,start,end,strand
lNONMMUG005590,NONMMUG005590,NONMMUG005590,chr11,28389848,28391984,-
lNONMMUG003494,NONMMUG003494,NONMMUG003494,chr10,42797967,42800934,+
lNONMMUG041008,NONMMUG041008,NONMMUG041008,chr8,79637715,79638720,-
lNONMMUG026858,NONMMUG026858,NONMMUG026858,chr3,73066249,73594830,+
lNONMMUG001684,NONMMUG001684,NONMMUG001684,chr1,128171630,128174758,+
lNONMMUG020414,NONMMUG020414,NONMMUG020414,chr18,79039386,79043684,-
lNONMMUG014771,NONMMUG014771,NONMMUG014771,chr15,74308786,74488108,-
lNONMMUG014666,NONMMUG014666,NONMMUG014666,chr15,64020240,64060428,-
lNONMMUG014202,NONMMUG014202,NONMMUG014202,chr15,27787730,27788685,-
lNONMMUG039992,NONMMUG039992,NONMMUG039992,chr8,17444106,17447421,-
lNONMMUG012777,NONMMUG012777,NONMMUG012777,chr14,45226695,45232718,+
lNONMMUG020540,NONMMUG020540,9330132A10Rik,chr18,89292423,89297229,-
lNONMMUG011607,NONMMUG011607,NONMMUG011607,chr13,93312040,93314055,+
lNONMMUG043296,NONMMUG043296,NONMMUG043296,chr9,72331517,72334584,+
lNONMMUG034878,NONMMUG034878,NONMMUG034878,chr6,30816230,30819959,-
lNONMMUG037073,NONMMUG037073,NONMMUG037073,chr6,149559562,149562703,+
lNONMMUG026841,NONMMUG026841,NONMMUG026841,chr3,69558432,69560799,+
lNONMMUG030002,NONMMUG030002,NONMMUG030002,chr4,102289492,102292551,+
lNONMMUG006723,NONMMUG006723,NONMMUG006723,chr11,74918468,74925675,-
lNONMMUG045318,NONMMUG045318,NONMMUG045318,chrX,87662418,87665622,-
lNONMMUG031936,NONMMUG031936,NONMMUG031936,chr5,23765839,23768342,-
lNONMMUG029009,NONMMUG029009,NONMMUG029009,chr4,42873001,42875985,+
lNONMMUG013759,NONMMUG013759,NONMMUG013759,chr14,108807749,108812728,-
lNONMMUG009355,NONMMUG009355,NONMMUG009355,chr12,78251884,78253702,+
lNONMMUG009135,NONMMUG009135,NONMMUG009135,chr12,66456102,66458442,-
lNONMMUG002989,NONMMUG002989,NONMMUG002989,chr10,8438897,8440998,-
lNONMMUG045602,NONMMUG045602,NONMMUG045602,chrX,104508411,104512227,+
lNONMMUG025833,NONMMUG025833,Zfp931,chr2,178068293,178069172,-
lNONMMUG020108,NONMMUG020108,NONMMUG020108,chr18,63839503,63842176,+
lNONMMUG016492,NONMMUG016492,NONMMUG016492,chr16,40458642,40461053,+
lNONMMUG020885,NONMMUG020885,NONMMUG020885,chr19,14485272,14488304,-
lNONMMUG009642,NONMMUG009642,NONMMUG009642,chr12,89578821,89584440,+
lNONMMUG031839,NONMMUG031839,NONMMUG031839,chr5,19257702,19261233,+
lNONMMUG028098,NONMMUG028098,NONMMUG028098,chr3,141477179,141482806,+
lNONMMUG016891,NONMMUG016891,NONMMUG016891,chr16,72666883,72668995,+
lNONMMUG001790,NONMMUG001790,NONMMUG001790,chr1,133643535,133661380,-
lNONMMUG034571,NONMMUG034571,NONMMUG034571,chr6,8297145,8298613,+
lNONMMUG029540,NONMMUG029540,NONMMUG029540,chr4,68856853,68858883,-
lNONMMUG030319,NONMMUG030319,NONMMUG030319,chr4,116132406,116134284,-
lNONMMUG021903,NONMMUG021903,NONMMUG021903,chr2,6876006,6881004,-
lNONMMUG020029,NONMMUG020029,NONMMUG020029,chr18,59238706,59244781,+
lNONMMUG005759,NONMMUG005759,NONMMUG005759,chr11,35311188,35315251,+
lNONMMUG041624,NONMMUG041624,NONMMUG041624,chr8,111662264,111665377,+
lNONMMUG038661,NONMMUG038661,NONMMUG038661,chr7,90134193,90137293,+
lNONMMUG024800,NONMMUG024800,NONMMUG024800,chr2,135114409,135119198,+
lNONMMUG021685,NONMMUG021685,NONMMUG021685,chr19,56787486,56789765,-
lNONMMUG008781,NONMMUG008781,NONMMUG008781,chr12,33239766,33243437,+
lNONMMUG006914,NONMMUG006914,NONMMUG006914,chr11,79366343,79370068,+
lNONMMUG000283,NONMMUG000283,NONMMUG000283,chr1,25325865,25328398,-
lNONMMUG044322,NONMMUG044322,NONMMUG044322,chr9,123530187,123532979,+
lNONMMUG041950,NONMMUG041950,NONMMUG041950,chr8,125897913,125908144,+
lNONMMUG041409,NONMMUG041409,NONMMUG041409,chr8,102654190,102658188,-
lNONMMUG038679,NONMMUG038679,NONMMUG038679,chr7,91158599,91161003,+
lNONMMUG030158,NONMMUG030158,NONMMUG030158,chr4,108502048,108503564,+
lNONMMUG028076,NONMMUG028076,NONMMUG028076,chr3,138548979,138550135,+
lNONMMUG022831,NONMMUG022831,NONMMUG022831,chr2,42206697,42208361,-
lNONMMUG009638,NONMMUG009638,NONMMUG009638,chr12,89329102,89352102,+
lNONMMUG009302,NONMMUG009302,NONMMUG009302,chr12,75505799,75508745,-
lNONMMUG008539,NONMMUG008539,NONMMUG008539,chr12,14128114,14135806,-
lNONMMUG032058,NONMMUG032058,NONMMUG032058,chr5,29772152,29774202,+
lNONMMUG031835,NONMMUG031835,NONMMUG031835,chr5,19198482,19201605,-
lNONMMUG026757,NONMMUG026757,NONMMUG026757,chr3,65124796,65128355,+
lNONMMUG022020,NONMMUG022020,NONMMUG022020,chr2,13651020,13655082,-
lNONMMUG013927,NONMMUG013927,NONMMUG013927,chr14,124502833,124505722,-
lNONMMUG011802,NONMMUG011802,NONMMUG011802,chr13,103032879,103036776,-
lNONMMUG007091,NONMMUG007091,NONMMUG007091,chr11,85756138,85759389,+
lNONMMUG005783,NONMMUG005783,NONMMUG005783,chr11,36479552,36483417,-
lNONMMUG004573,NONMMUG004573,NONMMUG004573,chr10,102415882,102418014,+
lNONMMUG040391,NONMMUG040391,NONMMUG040391,chr8,38513399,38517639,-
lNONMMUG041563,NONMMUG041563,NONMMUG041563,chr8,109683891,109685642,-
lNONMMUG032855,NONMMUG032855,NONMMUG032855,chr5,81172633,81175263,+
lNONMMUG026205,NONMMUG026205,NONMMUG026205,chr3,26065955,26067548,-
lNONMMUG018875,NONMMUG018875,NONMMUG018875,chr17,74186767,74190500,-
lNONMMUG018448,NONMMUG018448,NONMMUG018448,chr17,46849865,46856156,-
lNONMMUG003644,NONMMUG003644,NONMMUG003644,chr10,53656647,53660217,-
lNONMMUG042451,NONMMUG042451,NONMMUG042451,chr9,35218538,35220354,+
lNONMMUG042363,NONMMUG042363,NONMMUG042363,chr9,29296318,29299803,-
lNONMMUG040644,NONMMUG040644,NONMMUG040644,chr8,57614047,57617658,-
lNONMMUG040615,NONMMUG040615,NONMMUG040615,chr8,54986727,54988700,+
lNONMMUG037521,NONMMUG037521,NONMMUG037521,chr7,27526900,27528366,-
lNONMMUG035196,NONMMUG035196,NONMMUG035196,chr6,45326401,45328665,+
lNONMMUG032020,NONMMUG032020,NONMMUG032020,chr5,26829790,26831768,+
lNONMMUG027512,NONMMUG027512,RPI001_376955,chr3,104056999,104058141,-
lNONMMUG012227,NONMMUG012227,NONMMUG012227,chr14,14025908,14030144,+
lNONMMUG006444,NONMMUG006444,NONMMUG006444,chr11,65775534,65778091,-
lNONMMUG044530,NONMMUG044530,NONMMUG044530,chrX,12735401,12738696,-
lNONMMUG043278,NONMMUG043278,NONMMUG043278,chr9,71983828,71985673,-
lNONMMUG042219,NONMMUG042219,5730577I03Rik,chr9,20596294,20617271,+
lNONMMUG038261,NONMMUG038261,NONMMUG038261,chr7,67241585,67308112,+
lNONMMUG038747,NONMMUG038747,NONMMUG038747,chr7,96908626,96911088,+
lNONMMUG035778,NONMMUG035778,NONMMUG035778,chr6,83341152,83343691,+
lNONMMUG035075,NONMMUG035075,NONMMUG035075,chr6,38577972,38582570,+
lNONMMUG034616,NONMMUG034616,NONMMUG034616,chr6,12066301,12071125,+
lNONMMUG034042,NONMMUG034042,NONMMUG034042,chr5,136268368,136271904,-
lNONMMUG020135,NONMMUG020135,NONMMUG020135,chr18,65448889,65455288,+
lNONMMUG019554,NONMMUG019554,NONMMUG019554,chr18,31635100,31639380,+
lNONMMUG018665,NONMMUG018665,NONMMUG018665,chr17,62868844,62871500,-
lNONMMUG014271,NONMMUG014271,NONMMUG014271,chr15,34100755,34103343,+
lNONMMUG014104,NONMMUG014104,NONMMUG014104,chr15,13029646,13033814,-
lNONMMUG011318,NONMMUG011318,NONMMUG011318,chr13,67664216,67667910,-
lNONMMUG009362,NONMMUG009362,NONMMUG009362,chr12,78584532,78588793,+
lNONMMUG009188,NONMMUG009188,NONMMUG009188,chr12,70080495,70082088,-
lNONMMUG010136,NONMMUG010136,NONMMUG010136,chr12,117279434,117282626,+
lNONMMUG005789,NONMMUG005789,NONMMUG005789,chr11,36668188,36672602,-
lNONMMUG000289,NONMMUG000289,NONMMUG000289,chr1,25686061,25691501,-
lNONMMUG001484,NONMMUG001484,NONMMUG001484,chr1,105736981,105738497,+
lNONMMUG014469,NONMMUG014469,NONMMUG014469,chr15,44760380,44788052,-
lNONMMUG001778,NONMMUG001778,NONMMUG001778,chr1,132986219,132988697,-
lNONMMUG022155,NONMMUG022155,NONMMUG022155,chr2,19910312,19911272,+
lNONMMUG022225,NONMMUG022225,Spopl,chr2,23571037,23572078,-
lNONMMUG023312,NONMMUG023312,NONMMUG023312,chr2,69997362,69999924,+
lNONMMUG023611,NONMMUG023611,Zc3h15,chr2,83644541,83647450,+
lNONMMUG023760,NONMMUG023760,Madd,chr2,91181073,91183956,-
lNONMMUG024030,NONMMUG024030,linc1509,chr2,104590477,104595195,+
lNONMMUG025252,NONMMUG025252,NONMMUG025252,chr2,156259134,156263001,+
lNONMMUG025502,NONMMUG025502,NONMMUG025502,chr2,165858516,165860266,-
lNONMMUG025500,NONMMUG025500,Zmynd8,chr2,165852050,165884629,-
lNONMMUG025744,NONMMUG025744,NONMMUG025744,chr2,174077472,174079432,+
lNONMMUG025905,NONMMUG025905,NONMMUG025905,chr2,180702566,180706833,-
lNONMMUG025923,NONMMUG025923,NONMMUG025923,chr2,180967278,180969530,+
lNONMMUG025941,NONMMUG025941,NONMMUG025941,chr2,181309498,181314287,-
lNONMMUG026645,NONMMUG026645,NONMMUG026645,chr3,55775340,55782552,-
lNONMMUG026716,NONMMUG026716,NONMMUG026716,chr3,60501264,60531622,+
lNONMMUG028096,NONMMUG028096,Unc5c,chr3,141465598,141470928,+
lNONMMUG028413,NONMMUG028413,NONMMUG028413,chr4,5645706,5648864,+
lNONMMUG028861,NONMMUG028861,Smim8,chr4,34768669,34778366,-
lNONMMUG029209,NONMMUG029209,NONMMUG029209,chr4,48542176,48543587,+
lNONMMUG030543,NONMMUG030543,NONMMUG030543,chr4,123716404,123718181,-
lNONMMUG030715,NONMMUG030715,S100pbp,chr4,129167116,129170002,-
lNONMMUG030861,NONMMUG030861,Taf12,chr4,132276526,132279059,+
lNONMMUG031040,NONMMUG031040,NONMMUG031040,chr4,136577367,136579997,-
lNONMMUG031549,NONMMUG031549,NONMMUG031549,chr4,154630654,154636367,-
lNONMMUG032587,NONMMUG032587,Smim14,chr5,65490829,65493399,-
lNONMMUG032863,NONMMUG032863,NONMMUG032863,chr5,81469030,81472614,+
lNONMMUG033603,NONMMUG033603,NONMMUG033603,chr5,118644372,118649372,+
lNONMMUG033962,NONMMUG033962,NONMMUG033962,chr5,132542722,132543223,-
lNONMMUG035466,NONMMUG035466,NONMMUG035466,chr6,57476363,57626030,+
lNONMMUG037531,NONMMUG037531,NONMMUG037531,chr7,27674658,27677844,+
lNONMMUG038759,NONMMUG038759,NONMMUG038759,chr7,97529847,97660912,+
lNONMMUG038891,NONMMUG038891,NONMMUG038891,chr7,102061370,102065137,-
lNONMMUG038892,NONMMUG038892,Trpc2,chr7,102065750,102067622,+
lNONMMUG039089,NONMMUG039089,NONMMUG039089,chr7,113367128,113368553,-
lNONMMUG039384,NONMMUG039384,Zfp668,chr7,127874523,127876598,-
lNONMMUG040429,NONMMUG040429,NONMMUG040429,chr8,41015504,41016552,-
lNONMMUG040556,NONMMUG040556,NONMMUG040556,chr8,48552329,48556235,-
lNONMMUG040705,NONMMUG040705,NONMMUG040705,chr8,62979220,62983755,+
lNONMMUG040911,NONMMUG040911,NONMMUG040911,chr8,72135849,72137320,+
lNONMMUG040925,NONMMUG040925,NONMMUG040925,chr8,72417408,72421472,-
lNONMMUG041719,NONMMUG041719,NONMMUG041719,chr8,117258078,117260798,+
lNONMMUG042251,NONMMUG042251,NONMMUG042251,chr9,21426461,21430300,+
lNONMMUG042429,NONMMUG042429,NONMMUG042429,chr9,34504541,34507926,+
lNONMMUG042675,NONMMUG042675,NONMMUG042675,chr9,46028234,46033470,+
lNONMMUG042744,NONMMUG042744,NONMMUG042744,chr9,49754422,49758517,-
lNONMMUG042858,NONMMUG042858,NONMMUG042858,chr9,55507934,55510685,-
lNONMMUG042962,NONMMUG042962,NONMMUG042962,chr9,59465925,59469135,-
lNONMMUG043208,NONMMUG043208,NONMMUG043208,chr9,69122188,69128876,+
lNONMMUG043287,NONMMUG043287,NONMMUG043287,chr9,72106138,72110481,-
lNONMMUG003388,NONMMUG003388,NONMMUG003388,chr10,37137527,37138924,-
lNONMMUG003445,NONMMUG003445,NONMMUG003445,chr10,40350666,40355737,+
lNONMMUG005159,NONMMUG005159,NONMMUG005159,chr11,4590455,4593820,-
lNONMMUG005640,NONMMUG005640,NONMMUG005640,chr11,30173750,30178363,-
lNONMMUG005706,NONMMUG005706,NONMMUG005706,chr11,32647559,32650780,+
lNONMMUG005836,NONMMUG005836,NONMMUG005836,chr11,42180973,42181878,-
lNONMMUG006167,NONMMUG006167,Sparc,chr11,55417289,55419868,-
lNONMMUG006717,NONMMUG006717,NONMMUG006717,chr11,74719759,74723074,-
lNONMMUG007758,NONMMUG007758,NONMMUG007758,chr11,103947923,103954027,-
lNONMMUG008369,NONMMUG008369,NONMMUG008369,chr11,121421415,121424238,+
lNONMMUG008385,NONMMUG008385,NONMMUG008385,chr12,3307072,3309941,-
lNONMMUG008430,NONMMUG008430,NONMMUG008430,chr12,4817560,4818304,+
lNONMMUG008780,NONMMUG008780,NONMMUG008780,chr12,33218873,33222001,+
lNONMMUG008873,NONMMUG008873,NONMMUG008873,chr12,40504829,40506877,+
lNONMMUG009123,NONMMUG009123,NONMMUG009123,chr12,65036825,65039214,+
lNONMMUG009929,NONMMUG009929,NONMMUG009928,chr12,108175889,108179320,-
lNONMMUG010038,NONMMUG010038,NONMMUG010038,chr12,111574476,111631999,+
lNONMMUG011059,NONMMUG011059,NONMMUG011059,chr13,55212069,55235474,+
lNONMMUG011721,NONMMUG011721,NONMMUG011721,chr13,98924805,98926353,-
lNONMMUG011815,NONMMUG011815,NONMMUG011815,chr13,103750305,103752359,-
lNONMMUG012095,NONMMUG012095,NONMMUG012095,chr13,119462766,119465816,+
lNONMMUG012205,NONMMUG012205,NONMMUG012205,chr14,11767942,11771311,+
lNONMMUG012330,NONMMUG012330,NONMMUG012330,chr14,20674335,20677250,+
lNONMMUG012365,NONMMUG012365,NONMMUG012365,chr14,21838875,21840091,+
lNONMMUG012577,NONMMUG012577,NONMMUG012577,chr14,31777100,31781549,-
lNONMMUG012631,NONMMUG012631,NONMMUG012631,chr14,34497673,34500170,-
lNONMMUG012931,NONMMUG012931,NONMMUG012931,chr14,52096852,52101952,-
lNONMMUG013988,NONMMUG013988,NONMMUG013988,chr15,6712631,6718095,+
lNONMMUG014355,NONMMUG014355,NONMMUG014355,chr15,37457043,37459035,-
lNONMMUG014599,NONMMUG014599,NONMMUG014598,chr15,58820391,58823638,-
lNONMMUG014607,NONMMUG014607,NONMMUG014607,chr15,59035083,59038517,-
lNONMMUG014757,NONMMUG014757,NONMMUG014757,chr15,73390281,73423125,-
lNONMMUG015014,NONMMUG015014,NONMMUG015014,chr15,81095506,81099306,-
lNONMMUG015077,NONMMUG015077,NONMMUG015077,chr15,82889303,82900031,-
lNONMMUG015260,NONMMUG015260,NONMMUG015260,chr15,91338860,91596806,-
lNONMMUG015675,NONMMUG015675,NONMMUG015675,chr16,5884921,6814135,+
lNONMMUG016062,NONMMUG016062,NONMMUG016062,chr16,22653273,22657189,-
lNONMMUG016093,NONMMUG016093,NONMMUG016093,chr16,23985595,23986729,-
lNONMMUG016211,NONMMUG016211,NONMMUG016211,chr16,31197608,31201167,-
lNONMMUG016842,NONMMUG016842,NONMMUG016842,chr16,67180006,67182858,-
lNONMMUG017047,NONMMUG017047,NONMMUG017047,chr16,85167450,85173707,-
lNONMMUG017071,NONMMUG017071,Usp16,chr16,87454997,87458783,+
lNONMMUG017455,NONMMUG017455,NONMMUG017455,chr17,10313186,10315366,-
lNONMMUG017519,NONMMUG017519,Gm16049,chr17,13756380,13760375,-
lNONMMUG017558,NONMMUG017558,NONMMUG017558,chr17,15396269,15401443,+
lNONMMUG017808,NONMMUG017808,NONMMUG017808,chr17,26242526,26244148,-
lNONMMUG018713,NONMMUG018713,NONMMUG018713,chr17,65800561,66186344,+
lNONMMUG018950,NONMMUG018950,NONMMUG018950,chr17,79893536,79894642,-
lNONMMUG019411,NONMMUG019411,NONMMUG019411,chr18,16656602,16663164,-
lNONMMUG019634,NONMMUG019634,NONMMUG019634,chr18,34929397,34931905,-
lNONMMUG020055,NONMMUG020055,NONMMUG020055,chr18,60774664,60775651,+
lNONMMUG020072,NONMMUG020072,NONMMUG020072,chr18,61396398,61399104,-
lNONMMUG020122,NONMMUG020122,NONMMUG020122,chr18,64480037,64489031,-
lNONMMUG020206,NONMMUG020206,NONMMUG020206,chr18,68213065,68215014,+
lNONMMUG020235,NONMMUG020235,NONMMUG020235,chr18,69391439,69398226,+
lNONMMUG020240,NONMMUG020240,NONMMUG020240,chr18,69588851,69592185,+
lNONMMUG020260,NONMMUG020260,NONMMUG020260,chr18,70603553,70608162,+
lNONMMUG020695,NONMMUG020695,Snx15,chr19,6125138,6128166,-
lNONMMUG020904,NONMMUG020904,NONMMUG020904,chr19,16355483,16359034,+
lNONMMUG020950,NONMMUG020950,NONMMUG020950,chr19,19107215,19111196,-
lNONMMUG021261,NONMMUG021261,NONMMUG021261,chr19,36349554,36352303,+
lNONMMUG021755,NONMMUG021755,NONMMUG021755,chr19,60222510,60226694,-
lNONMMUG044585,NONMMUG044585,Gm14636,chrX,19156980,19167242,-
lNONMMUG045141,NONMMUG045141,NONMMUG045141,chrX,74081034,74085597,-
lNONMMUG007789,NONMMUG007789,Tlk2,chr11,105207670,105211306,+
lNONMMUG009401,NONMMUG009401,NONMMUG009401,chr12,80367169,80370683,-
lNONMMUG026191,NONMMUG026191,NONMMUG026191,chr3,25721726,25725173,-
lNONMMUG032367,NONMMUG032367,NONMMUG032367,chr5,45534023,45536541,-
lNONMMUG023238,NONMMUG023238,NONMMUG023238,chr2,66338900,66343174,-
lNONMMUG043371,NONMMUG043371,NONMMUG043371,chr9,75520850,75522577,-
lNONMMUG002913,NONMMUG002913,NONMMUG002913,chr10,6858514,6860023,+
lNONMMUG002535,NONMMUG002535,NONMMUG002535,chr1,177186716,177190158,-
lNONMMUG011838,NONMMUG011838,NONMMUG011838,chr13,104226867,104228813,-
lNONMMUG030236,NONMMUG030236,NONMMUG030236,chr4,111339819,111342579,+
lNONMMUG001298,NONMMUG001298,NONMMUG001298,chr1,88275120,88277273,-
lNONMMUG025545,NONMMUG025545,NONMMUG025545,chr2,166992645,166996239,-
lNONMMUG021914,NONMMUG021914,Celf2,chr2,7077264,7081313,-
lNONMMUG017379,NONMMUG017379,Tulp4,chr17,6106436,6124829,+
lNONMMUG036275,NONMMUG036275,NONMMUG036275,chr6,112942168,112945448,-
lNONMMUG021118,NONMMUG021118,NONMMUG021118,chr19,29046250,29047697,-
lNONMMUG000235,NONMMUG000235,NONMMUG000235,chr1,22338795,22340578,-
lNONMMUG000282,NONMMUG000282,NONMMUG000282,chr1,25314275,25317708,-
lNONMMUG000285,NONMMUG000285,NONMMUG000285,chr1,25362563,25365820,-
lNONMMUG027772,NONMMUG027772,NONMMUG027772,chr3,119735462,119737515,-
lNONMMUG005387,NONMMUG005387,NONMMUG005387,chr11,18897397,18899910,-
lNONMMUG007457,NONMMUG007457,NONMMUG007457,chr11,97041587,97045958,+
lNONMMUG019106,NONMMUG019106,NONMMUG019106,chr17,86773269,86774648,+
lNONMMUG031741,NONMMUG031741,NONMMUG031741,chr5,9156395,9160986,-
lNONMMUG010895,NONMMUG010895,NONMMUG010895,chr13,47122679,47125505,+
lNONMMUG019417,NONMMUG019417,NONMMUG019417,chr18,16761652,16764826,-
lNONMMUG011936,NONMMUG011936,NONMMUG011936,chr13,109822745,109827784,+
lNONMMUG000549,NONMMUG000549,RPI001_808050,chr1,45485835,45493052,-
lNONMMUG015491,NONMMUG015491,NONMMUG015491,chr15,100469117,100471989,+
lNONMMUG011571,NONMMUG011571,NONMMUG011571,chr13,91480180,91483421,+
lNONMMUG030720,NONMMUG030720,NONMMUG030720,chr4,129230297,129233065,-
lNONMMUG005291,NONMMUG005291,NONMMUG005291,chr11,8661609,8664540,-
lNONMMUG014707,NONMMUG014707,Ndrg1,chr15,66932265,66934228,-
lNONMMUG038231,NONMMUG038231,NONMMUG038231,chr7,65360747,65364218,-
lNONMMUG015929,NONMMUG015929,NONMMUG015929,chr16,17678361,17681635,-
lNONMMUG041486,NONMMUG041486,NONMMUG041486,chr8,106210143,106212308,+
lNONMMUG008214,NONMMUG008214,NONMMUG008214,chr11,117849306,117850910,+
lNONMMUG044777,NONMMUG044777,NONMMUG044777,chrX,42163748,42167048,+
lNONMMUG042740,NONMMUG042740,NONMMUG042740,chr9,49795892,49798855,-
lNONMMUG040551,NONMMUG040551,NONMMUG040551,chr8,48475554,48478568,-
lNONMMUG040553,NONMMUG040553,NONMMUG040553,chr8,48497089,48499470,-
lNONMMUG008324,NONMMUG008324,NONMMUG008324,chr11,120639010,120639674,-
lNONMMUG004868,NONMMUG004868,RPI001_811096,chr10,120397905,120398796,-
lNONMMUG024292,NONMMUG024292,RPI001_811561,chr2,118861993,118862836,+
lNONMMUG018902,NONMMUG018902,NONMMUG018902,chr17,75236174,75239648,+
lNONMMUG018904,NONMMUG018904,NONMMUG018904,chr17,75267734,75271051,+
lNONMMUG014451,NONMMUG014451,NONMMUG014451,chr15,43074131,43170822,-
lNONMMUG008129,NONMMUG008129,NONMMUG008129,chr11,116196652,116198717,-
lNONMMUG009989,NONMMUG009989,NONMMUG009989,chr12,110562158,110566058,+
lNONMMUG010502,NONMMUG010502,Gm11337,chr13,24018173,24020811,-
lNONMMUG023821,NONMMUG023821,NONMMUG023821,chr2,92306174,92307107,+
lNONMMUG031673,NONMMUG031673,NONMMUG031673,chr5,3803181,3805181,+
lNONMMUG035687,NONMMUG035687,NONMMUG035687,chr6,72894961,72896611,-
lNONMMUG014178,NONMMUG014178,NONMMUG014178,chr15,25690541,25693465,+
lNONMMUG027518,NONMMUG027518,NONMMUG027518,chr3,104144198,104145855,-
lNONMMUG015648,NONMMUG015648,NONMMUG015648,chr16,4782297,4787310,-
lNONMMUG030148,NONMMUG030148,NONMMUG030148,chr4,108276086,108280259,-
lNONMMUG034999,NONMMUG034999,NONMMUG034999,chr6,35130642,35133183,-
lNONMMUG035662,NONMMUG035662,NONMMUG035662,chr6,72372852,72374705,-
lNONMMUG011053,NONMMUG011053,NONMMUG011053,chr13,55109794,55112338,+
lNONMMUG011094,NONMMUG011094,NONMMUG011094,chr13,56088932,56091104,-
lNONMMUG034466,NONMMUG034466,NONMMUG034466,chr5,151157689,151161415,-
lNONMMUG027375,NONMMUG027375,NONMMUG027375,chr3,98030686,98035807,+
lNONMMUG014443,NONMMUG014443,RPI001_813486,chr15,42562475,42566239,-
lNONMMUG014445,NONMMUG014445,NONMMUG014445,chr15,42631057,42632802,-
lNONMMUG008427,NONMMUG008427,NONMMUG008427,chr12,4652815,4655049,+
lNONMMUG013896,NONMMUG013896,NONMMUG013896,chr14,122534459,122536630,+
lNONMMUG002176,NONMMUG002176,NONMMUG002176,chr1,159289058,159289807,+
lNONMMUG034252,NONMMUG034252,NONMMUG034252,chr5,143624902,143627428,+
lNONMMUG003194,NONMMUG003194,RP24-547D11.3,chr10,22306701,22321765,+
lNONMMUG011602,NONMMUG011602,NONMMUG011602,chr13,93155514,93158665,-
lNONMMUG014675,NONMMUG014675,NONMMUG014674,chr15,64223500,64227797,-
lNONMMUG014680,NONMMUG014680,NONMMUG014680,chr15,64375352,64381553,-
lNONMMUG015370,NONMMUG015370,NONMMUG015370,chr15,96696984,96699729,-
lNONMMUG040841,NONMMUG040841,NONMMUG040841,chr8,70494845,70497518,+
lNONMMUG016723,NONMMUG016723,NONMMUG016723,chr16,56124945,56126149,+
lNONMMUG005194,NONMMUG005194,NONMMUG005194,chr11,5396615,5398891,-
lNONMMUG023001,NONMMUG023001,NONMMUG023001,chr2,52915274,52919307,+
lNONMMUG006004,NONMMUG006004,NONMMUG006004,chr11,50274498,50276366,-
lNONMMUG014598,NONMMUG014598,NONMMUG014598,chr15,58815603,58818078,-
lNONMMUG019993,NONMMUG019993,NONMMUG019993,chr18,57265392,57269198,+
lNONMMUG015473,NONMMUG015473,NONMMUG015473,chr15,99973355,99976042,+
lNONMMUG014518,NONMMUG014518,NONMMUG014518,chr15,53272723,53275183,-
lNONMMUG033761,NONMMUG033761,NONMMUG033761,chr5,123397239,123399387,+
lNONMMUG026717,NONMMUG026717,NONMMUG026717,chr3,60540800,60541974,+
lNONMMUG009814,NONMMUG009814,NONMMUG009814,chr12,102840290,102843273,-
lNONMMUG029103,NONMMUG029103,NONMMUG029103,chr4,44910449,44911240,+
lNONMMUG005412,NONMMUG005412,NONMMUG005412,chr11,20081381,20083648,-
lNONMMUG007831,NONMMUG007831,NONMMUG007831,chr11,106180552,106181785,-
lNONMMUG023095,NONMMUG023095,NONMMUG023095,chr2,59758981,59762156,+
lNONMMUG006786,NONMMUG006786,RPI001_817717,chr11,76391683,76392814,-
lNONMMUG016104,NONMMUG016104,NONMMUG016104,chr16,24464895,24469010,+
lNONMMUG016105,NONMMUG016105,NONMMUG016105,chr16,24502167,24511693,+
lNONMMUG011544,NONMMUG011544,NONMMUG011544,chr13,89681141,89684158,-
lNONMMUG017995,NONMMUG017995,NONMMUG017995,chr17,31852246,31854407,-
lNONMMUG025246,NONMMUG025246,NONMMUG025246,chr2,156150021,156154236,-
lNONMMUG042205,NONMMUG042205,Zfp26,chr9,20444666,20459989,-
lNONMMUG027101,NONMMUG027101,NONMMUG027101,chr3,88985790,88989056,+
lNONMMUG006203,NONMMUG006203,NONMMUG006203,chr11,57730047,57732380,+
lNONMMUG032137,NONMMUG032137,NONMMUG032137,chr5,32136915,32152112,+
lNONMMUG017193,NONMMUG017193,NONMMUG017193,chr16,92609057,92612578,-
lNONMMUG017196,NONMMUG017196,NONMMUG017196,chr16,92691405,92694946,-
lNONMMUG017198,NONMMUG017198,RPI001_819436,chr16,92726177,92729511,-
lNONMMUG018380,NONMMUG018380,NONMMUG018380,chr17,44680847,44683097,-
lNONMMUG018381,NONMMUG018381,NONMMUG018381,chr17,44706036,44708883,-
lNONMMUG009626,NONMMUG009626,NONMMUG009626,chr12,88412429,88415173,+
lNONMMUG000539,NONMMUG000539,NONMMUG000539,chr1,44553093,44557043,+
lNONMMUG000541,NONMMUG000541,NONMMUG000541,chr1,44572904,44575357,+
lNONMMUG010337,NONMMUG010337,RPI001_819625,chr13,15620398,15623196,+
lNONMMUG019232,NONMMUG019232,NONMMUG019232,chr18,4920557,4923213,+
lNONMMUG032516,NONMMUG032516,NONMMUG032516,chr5,57945041,57946912,+
lNONMMUG028460,NONMMUG028460,NONMMUG028460,chr4,8582775,8586327,+
lNONMMUG029502,NONMMUG029502,NONMMUG029502,chr4,63977601,63980011,-
